id;secteur;public;public_employer_type_ref;public_employer_type
58605;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58609;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58610;Fonction publique;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
58613;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58615;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58621;Social;VRAI;;Ministère du Travail, de la Santé, des Solidarités et des Familles
58624;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58625;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58626;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58627;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58628;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58629;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58631;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58632;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58634;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58637;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58641;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58643;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58648;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58655;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58668;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58670;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58671;Social;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles;Ministère du Travail, de la Santé, des Solidarités et des Familles
58673;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58675;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58679;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58682;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58693;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58695;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58701;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58702;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58704;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
58707;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58711;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58719;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65607;Fonction publique;VRAI;;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
58723;Fonction publique;VRAI;Ministère de l'Intérieur;Ministère de l'Intérieur
58724;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
58727;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58729;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58734;Fonction publique;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58735;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58736;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58739;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58740;Logistique et transport;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
58742;Social;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles;Ministère du Travail, de la Santé, des Solidarités et des Familles
58746;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58747;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58748;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58750;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58751;Social;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles;Ministère du Travail, de la Santé, des Solidarités et des Familles
58752;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58753;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58755;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58756;Armée - Défense;VRAI;Ministère des Armées;Ministère des Armées
58757;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58758;Fonction publique;VRAI;Ministère de l'Intérieur;Ministère de l'Intérieur
58760;Fonction publique;VRAI;Ministère de l’Agriculture et de la Souveraineté alimentaire;Ministère de l’Agriculture et de la Souveraineté alimentaire
58761;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58762;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58764;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58765;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58766;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58767;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58768;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58769;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58770;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58771;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58772;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58776;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58778;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58779;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58780;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58781;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58782;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58784;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58785;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58786;Informatique et réseaux;VRAI;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche
58787;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58788;Fonction publique;VRAI;Fonction publique hospitalière (FPH);Fonction publique hospitalière (FPH)
58789;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58790;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58791;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58792;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58794;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58795;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58796;Fonction publique;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
58797;Fonction publique;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
58798;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58799;Fonction publique;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
58800;Fonction publique;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
58801;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58802;Fonction publique;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
58803;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58804;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58805;Fonction publique;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58806;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58809;Armée - Défense;VRAI;Ministère des Armées;Ministère des Armées
58810;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58811;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58812;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58813;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58814;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58815;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58816;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58817;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58818;Fonction publique;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58819;Fonction publique;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58820;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58821;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58828;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58831;Fonction publique;VRAI;Ministère de l'Intérieur;Ministère de l'Intérieur
58834;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58836;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
58890;Fonction publique;VRAI;;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
58839;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58840;Fonction publique;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58841;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58843;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58844;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58845;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58850;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58851;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58853;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58854;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58855;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58856;Fonction publique;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58857;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58858;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58861;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58863;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58864;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58865;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58866;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58867;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
58869;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58871;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58872;Social;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles;Ministère du Travail, de la Santé, des Solidarités et des Familles
58874;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58876;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58879;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58880;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58881;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58882;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58884;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58885;Fonction publique;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
58887;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58888;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
64996;Santé;VRAI;;Ministère du Travail, de la Santé, des Solidarités et des Familles
58893;Fonction publique;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58894;Social;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles;Ministère du Travail, de la Santé, des Solidarités et des Familles
58895;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58896;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58899;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58901;Armée - Défense;VRAI;Ministère des Armées;Ministère des Armées
58903;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58906;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58907;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58912;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58917;Fonction publique;VRAI;;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58919;Social;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles;Ministère du Travail, de la Santé, des Solidarités et des Familles
58921;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58923;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58924;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
58925;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58926;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58927;Communication;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements);Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
58928;Armée - Défense;VRAI;Ministère des Armées;Ministère des Armées
58929;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58930;Social;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles;Ministère du Travail, de la Santé, des Solidarités et des Familles
58932;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58933;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58934;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58935;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58936;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
58940;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
