"id";"SIRET";"secteur";"public";"public_employer_type";"Rue";"Ville";"Code postal";"Filière"
54460;"19950748400012";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"8 Avenue des Diablots";"Saint-Leu-la-Forêt";"95320";"seconde_troisieme_or_quatrieme"
54461;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"181 route de roanne";"Saint-Just-en-Chevalet";"42430";"seconde_troisieme_or_quatrieme"
54462;"17850431200012";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue de la caillelle";"Château-Guibert";"85320";"seconde_only"
54464;"13001954000025";"Fonction publique";VRAI;"Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche";"    LA GRANDE ARCHE PAROI SUD ";"PUTEAUX";"92062";"seconde_only"
54465;"50039532200018";"Commerce et distribution";FAUX;;"Zone Acajou Californie";"Le Lamentin";"97232";"seconde_only"
54467;"21700171800030";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"16ter Rue du Contour";"Corbenay";"70320";"seconde_only"
54469;"21830004400045";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Allée des Ecoles";"Les Arcs";"83460";"seconde_only"
54470;"21830004400045";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Allée des Ecoles";"Les Arcs";"83460";"seconde_only"
54471;"21510613900102";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue du Ruisseau de Vauzelle";"Witry-lès-Reims";"51420";"seconde_only"
54472;"17710001300024";"Fonction publique";VRAI;"Ministère de l'Intérieur";"28 Rue Géneral Leclerc";"Chalon-sur-Saône";"71100";"seconde_only"
54473;"21830061400086";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue des  COMBATTANTS EN AFRIQUE DU NORD";"Fréjus";"83600";"seconde_only"
54474;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"25 Avenue de VILLENEUVE";"Fréjus";"83600";"seconde_only"
54475;;"Fonction publique";VRAI;"Ministère du Travail, de la Santé, des Solidarités et des Familles";"Avenue Georges Pompidou";"Balma";"31130";"seconde_only"
54476;"21830061400193";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"352 Rue de l' ARGENTIERE";"Fréjus";"83600";"seconde_only"
54477;;"Fonction publique";VRAI;"Ministère du Travail, de la Santé, des Solidarités et des Familles";"Avenue Georges Pompidou";"Balma";"31130";"seconde_only"
54479;"21830073900057";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Avenue Jean Moulin";"Le Luc";"83340";"seconde_only"
54480;"21420218600273";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"14 Rue Claudius Buard";"Saint-Étienne";"42100";"seconde_only"
54481;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Brignoles";"Brignoles";"83170";"seconde_only"
54482;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"56 Avenue de la Reine Victoria";"Biarritz";"64200";"seconde_only"
54483;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Avenue Sainte - Anne";"Le Muy";"83490";"seconde_only"
54484;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Brignoles";"Brignoles";"83170";"seconde_only"
54485;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue Gilbert Combettes";"Château-Renault";"37110";"seconde_only"
54486;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Cite Denis Tissot";"Le Cannet-des-Maures";"83340";"seconde_only"
54487;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Route d'Arcangues";"Bassussarry";"64200";"seconde_only"
54488;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue du MALBOUSQUET";"Fréjus";"83600";"seconde_only"
54489;"17870431800272";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"6 Rue des Écoles";"Saint-Mathieu";"87440";"seconde_only"
54491;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"11 Place Balzac";"Bléré";"37150";"seconde_only"
54492;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Boulevard des Vallons";"Vidauban";"83550";"seconde_only"
54493;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue Berrua";"Bidart";"64210";"seconde_only"
54494;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Allée des Ecoles";"Les Arcs";"83460";"seconde_only"
54495;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue des Ecoles";"Lembeye";"64350";"seconde_only"
54497;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"6 Mail Saint-thomas";"Amboise";"37400";"seconde_only"
54498;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue des Ecoles";"Lembeye";"64350";"seconde_only"
54499;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"19 Rue de l'Ecole";"Laval";"53000";"seconde_troisieme_or_quatrieme"
54500;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Chemin des Fanges";"Le Castellet";"83330";"seconde_only"
54501;"89052963900035";"Conseil et audit";FAUX;;"19 Rue d'Amiens";"Lille";"59800";"seconde_troisieme_or_quatrieme"
54502;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"2 Impasse de l'Eglise";"Crotelles";"37380";"seconde_only"
54503;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Herriko Bidea";"Arcangues";"64200";"seconde_only"
54504;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Peymarlier";"Les Arcs";"83460";"seconde_only"
54505;"17300431800015";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"67 Rue des Marronniers";"Saint-Étienne-des-Sorts";"30200";"seconde_only"
54506;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"22 Rue du 8 Mai 1945";"Les Hermites";"37110";"seconde_only"
54507;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue des  COMBATTANTS EN AFRIQUE DU NORD";"Fréjus";"83600";"seconde_only"
54508;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Avenue Pierre Mendes France";"Le Luc";"83340";"seconde_only"
54509;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"28 Rue du Commerce";"Monthodon";"37110";"seconde_only"
54510;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"4 Route de Château-renault";"Morand";"37110";"seconde_only"
54511;"21780361800362";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"120 Rue Pierre Sémard";"Mantes-la-Jolie";"78200";"seconde_only"
54512;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Avenue Jules Ferry";"Le Muy";"83490";"seconde_only"
54513;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"1 Avenue du Général de Gaulle";"Villepreux";"78450";"seconde_only"
54514;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"2 Rue des Ecoles";"Neuville-sur-Brenne";"37110";"seconde_only"
54515;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Boulevard Carnot";"Vidauban";"83550";"seconde_only"
54516;"13001045700013";"Environnement";VRAI;"Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche";"Rue Jules Ferry - Cité adminsitrative - Unité départementale de la Gironde";"Bordeaux";"33200";"seconde_only"
54517;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Boulevard Charles de Gaulle";"Le Muy";"83490";"seconde_only"
54518;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"8 Rue du Commerce";"Saint-Laurent-en-Gâtines";"37380";"seconde_only"
54519;"17300431800015";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"173 Avenue Gaston Doumergue";"Pont-Saint-Esprit";"30130";"seconde_only"
54520;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Boulevard des Vallons";"Vidauban";"83550";"seconde_only"
54521;"17300431800015";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue du Temple";"Mus";"30121";"seconde_only"
54522;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Boulevard des Vallons";"Vidauban";"83550";"seconde_only"
54523;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"rue des Écoles";"Saunay";"37110";"seconde_only"
54524;"17300431800015";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Chemin Canta E Ris";"Villevieille";"30250";"seconde_only"
54525;"21830073900024";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Avenue Pierre Gaudin";"Le Luc";"83340";"seconde_only"
54526;"17300431800015";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"330 Rue des Platanes";"Laval-Saint-Roman";"30760";"seconde_only"
54527;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Avenue des Arcs";"Taradeau";"83460";"seconde_only"
54528;"21620497400010";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"14 Rue Voltaire";"Leforest";"62790";"seconde_only"
54529;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Avenue du Maréchal Joffre";"Marmande";"47200";"seconde_only"
54530;"21830031700029";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue du Lavoir";"Le Cannet-des-Maures";"83340";"seconde_only"
54531;"17300431800015";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"136 Avenue de l'Ecole";"Saint-Paulet-de-Caisson";"30130";"seconde_only"
54532;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"5 Avenue Georges Cuvier";"Agen";"47000";"seconde_troisieme_or_quatrieme"
54533;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Boulevard Charles de Gaulle";"Le Muy";"83490";"seconde_only"
54534;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Corneillan";"Corneillan";"32400";"seconde_troisieme_or_quatrieme"
54535;"17300431800015";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"15 Chemin de l'Entrepot";"Pont-Saint-Esprit";"30130";"seconde_only"
54536;"17710431200018";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"231 Route de Mâcon - 231 route de Macon";"Gourdon";"71300";"seconde_only"
54537;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue Nouvelle";"Barcelonne-du-Gers";"32720";"seconde_troisieme_or_quatrieme"
54538;"17300431800015";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Chemin de la Costière";"Aujargues";"30250";"seconde_only"
54539;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"60 Route du Bois de Sap";"Croix-Mare";"76190";"seconde_only"
54540;"17300431800015";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Cornillon";"Cornillon";"30630";"seconde_only"
54541;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"30 Rue du Stade";"Limésy";"76570";"seconde_only"
54545;"26120008300010";"Paramédical";FAUX;;"15 Rue du Faubourg";"Mur-de-Barrez";"12600";"seconde_only"
54547;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Lachapelle-aux-Pots";"Lachapelle-aux-Pots";"60650";"seconde_only"
54549;"48377149900017";"Social";FAUX;;"La Cavalerie";"La Cavalerie";"12230";"seconde_troisieme_or_quatrieme"
54550;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Sanary-sur-Mer";"Sanary-sur-Mer";"83110";"seconde_troisieme_or_quatrieme"
54552;"17300431800015";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue de la Mairie";"Saint-Pons-la-Calm";"30330";"seconde_only"
54554;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"32 Boulevard de la Chauvinière";"Nantes";"44300";"seconde_troisieme_or_quatrieme"
54555;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"6 Avenue de Lattre de Tassigny";"Nîmes";"30000";"seconde_only"
54557;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"142 Rue de Charlieu";"Roanne";"42300";"seconde_only"
54560;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"92 Rue du Vieux Moulin";"Poulx";"30320";"seconde_only"
54562;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Condé-sur-Marne";"Condé-sur-Marne";"51150";"seconde_only"
54563;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"4 Rue Rabelais";"Nîmes";"30000";"seconde_only"
54564;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"297 Avenue Monseigneur Robert Dalverny";"Nîmes";"30000";"seconde_only"
54565;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"24 Rue Georges Furier";"Saint-Parres-lès-Vaudes";"10260";"seconde_troisieme_or_quatrieme"
54566;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"1 Place Pierre de Coubertin";"Marguerittes";"30320";"seconde_only"
54567;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"2 Rue de la Madone";"Saint-Gervasy";"30320";"seconde_only"
54568;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"9 Rue André Malraux";"Saint-Jacques-de-la-Lande";"35136";"seconde_only"
54569;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"92 Rue du Vieux Moulin";"Poulx";"30320";"seconde_only"
54570;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"35 Rue de Verdun";"Loivre";"51220";"seconde_only"
54571;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"520 Route du College";"Carcès";"83570";"seconde_only"
54572;;"Banque et assurance";FAUX;;"8 Rue de la Colonne";"Strasbourg";"67100";"seconde_only"
54573;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue Marius Pinard";"Valserhône";"01200";"seconde_only"
54574;;"Banque et assurance";FAUX;;"2 Place Saint-Martin";"Metz";"57000";"seconde_only"
54575;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"1 Rue Albert Camus";"Sannois";"95110";"seconde_only"
54576;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"520 Route du College";"Carcès";"83570";"seconde_only"
54577;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"6 Square François Lahille";"Colomiers";"31770";"seconde_only"
54578;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Route d’Yvrac";"Montussan";"33450";"seconde_only"
54579;"17440431900785";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"34 Rue des Chênes";"Châteaubriant";"44110";"seconde_only"
54580;"17440431900785";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"34 Rue des Chênes";"Châteaubriant";"44110";"seconde_only"
54581;"17440431900785";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Boulevard  Jules Ferry";"Vallons-de-l'Erdre";"44540";"seconde_only"
54582;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"520 Route du College";"Carcès";"83570";"seconde_only"
54583;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"1bis Rue des Erables";"Dormans";"51700";"seconde_only"
54584;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"101 Rue de Mon Desert";"Nancy";"54000";"seconde_only"
54587;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"51 Rue du Plan d’Eau";"Teillé";"44440";"seconde_only"
54588;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"17 Rue de la Mairie";"Maisdon-sur-Sèvre";"44690";"seconde_only"
54589;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"19 Rue Pasteur";"Gueugnon";"71130";"seconde_only"
54590;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"74 Rue Louis Pasteur";"Avignon";"84000";"seconde_only"
54591;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Boën-sur-Lignon";"Boën-sur-Lignon";"42130";"seconde_only"
54592;"19831386800012";"Hôtellerie, restauration";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Avenue de Provence";"Montauroux";"83440";"seconde_troisieme_or_quatrieme"
54593;"EcolePrimaireM";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"3 Place de la Mairie";"Bétheniville";"51490";"seconde_troisieme_or_quatrieme"
54594;"19831386800012";"Comptabilité, gestion, ressources humaines";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Avenue de Provence";"Montauroux";"83440";"seconde_only"
54595;;"Communication";FAUX;;"Forbach";"Forbach";"57600";"seconde_only"
54596;"13000495500014";"Fonction publique";VRAI;"Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique";"92 Allée de Bercy";"Paris";"75012";"seconde_only"
54597;;"Agriculture";FAUX;;"  148 RTE DE CAPLANE ";"SAINT-JEAN-DE-MARSACQ";"40264";"seconde_only"
54598;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"10 rue des Carriers";"Limoges";"87000";"seconde_only"
54599;"19830148300014";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Boulevard des Armaris";"Toulon";"83100";"seconde_only"
54600;"19830148300014";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Boulevard des Armaris";"Toulon";"83100";"seconde_only"
54601;"19830148300014";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"   BOULEVARD DES ARMARIS ";"TOULON";"83137";"seconde_only"
54602;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"150 Avenue du 8 Mai 1945";"Saint-Raphaël";"83700";"seconde_only"
54603;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"4 Place Camille Lombard";"Rouillé";"86480";"seconde_only"
54604;;"Enseignement";FAUX;;"176 Rue de l’Eglise";"Laudrefang";"57385";"seconde_troisieme_or_quatrieme"
54605;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"5 Rue des 4 Vents";"Ville-en-Tardenois";"51170";"seconde_only"
54606;"21420218600018";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue des Francs Macons";"Saint-Étienne";"42100";"seconde_only"
54607;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Place Just de Rostaing";"Veauchette";"42340";"seconde_only"
54608;"17940431400017";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"170 Avenue Pierre Brossolette - Ecole Maternelle Paul Doumer";"Le Perreux-sur-Marne";"94170";"seconde_only"
54609;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue des Ecoles";"Cordelle";"42123";"seconde_troisieme_or_quatrieme"
54610;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"371 route du bourg";"Saint-Priest-la-Roche";"42590";"seconde_only"
54611;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"6 Place Vogel";"Flixecourt";"80420";"seconde_only"
54612;"98739427700014";"Audiovisuel";FAUX;;"16 Rue Sainte-croix";"Forbach";"57600";"seconde_troisieme_or_quatrieme"
54613;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue Saint-Vincent";"Bouzy";"51150";"seconde_troisieme_or_quatrieme"
54614;"94216254600017";"Art et design";FAUX;;"4 Route d'Aigre";"Tusson";"16140";"seconde_only"
54615;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"2 Place de l’Ecole";"Courcy";"51220";"seconde_only"
54616;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue Marie de Gournay";"Toulouse";"31300";"seconde_troisieme_or_quatrieme"
54617;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"2 Rue Jules Verne";"Airaines";"80270";"seconde_troisieme_or_quatrieme"
54618;"19801510900012";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"2 Rue Jules Verne";"Airaines";"80270";"seconde_troisieme_or_quatrieme"
54619;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Chemin du Jonquet";"Toulon";"83200";"seconde_troisieme_or_quatrieme"
54620;"11004301500012";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"89bis Chemin de Pommier";"Meyzieu";"69330";"seconde_troisieme_or_quatrieme"
54621;"44469894800015";"Social";FAUX;;"Rue de Paris";"Montlignon";"95680";"seconde_troisieme_or_quatrieme"
54622;"44469894800015";"Social";FAUX;;"Rue de Paris";"Montlignon";"95680";"seconde_troisieme_or_quatrieme"
54623;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Route Royale";"Sainte-Menehould";"51800";"seconde_only"
54624;;"Sport";FAUX;;"Touët-sur-Var";"Touët-sur-Var";"06710";"seconde_only"
54625;;"Environnement";FAUX;;"4 Rue des Lilas";"Châteauneuf-sur-Charente";"16120";"seconde_troisieme_or_quatrieme"
54627;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"122 Route de la Cassagne";"La Dornac";"24120";"seconde_only"
54628;;"Agriculture";FAUX;;"Mur-sur-Allier";"Mur-sur-Allier";"63111";"seconde_only"
54629;;"Tourisme";FAUX;;"1513 Avenue Benoit Fourneyron";"Andrézieux-Bouthéon";"42160";"seconde_only"
54630;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue Bel Air";"Le Breuil";"71670";"seconde_only"
54631;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"580 Avenue Henri GIRAUD";"Fréjus";"83600";"seconde_only"
54632;;"Commerce et distribution";FAUX;;"Chemin de la Palud";"Orange";"84100";"seconde_troisieme_or_quatrieme"
54633;;"Commerce et distribution";FAUX;;"489 Avenue lou Gabian";"Fréjus";"83600";"seconde_troisieme_or_quatrieme"
54634;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue Condorcet";"Roanne";"42300";"seconde_only"
54635;"92339145200011";"Environnement";FAUX;;"Rue Nicolas Leblanc";"Mérignac";"33700";"seconde_only"
54636;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"2 Rue de l'Eglise";"Ervillers";"62121";"seconde_troisieme_or_quatrieme"
54637;"21380517900024";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"16 Rue Pierre Mendes France";"Tullins";"38210";"seconde_only"
54638;"19141257600016";"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue des Écoles";"Isigny-sur-Mer";"14230";"seconde_only"
54639;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"44 Avenue du Général Leclerc";"Saint-Max";"54130";"seconde_only"
54640;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue des Ecoles";"Grand-Camp";"76170";"seconde_only"
54641;"90200044700018";"Commerce et distribution";FAUX;;"Rue du Landy";"Saint-Denis";"93200";"seconde_only"
54642;;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche";"Rue des Grenadiers";"Grimaud";"83310";"seconde_only"
