"id";"secteur";"public";"public_employer_type"
67525;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67526;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67527;"Social";VRAI;"Ministère du Travail, de la Santé, des Solidarités et des Familles"
67528;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67529;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67530;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67531;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67532;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67533;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67534;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67537;"Fonction publique";VRAI;"Ministère de l'Intérieur"
67538;"Fonction publique";VRAI;"Ministère de l'Intérieur"
67539;"Fonction publique";VRAI;"Ministère de l'Intérieur"
67542;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67543;"Informatique et réseaux";FAUX;
67544;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67546;"Agroéquipement";FAUX;
67547;"Fonction publique";VRAI;"Premier ministre"
67549;"Industrie, ingénierie industrielle";FAUX;
67550;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67551;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67552;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67553;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67554;"Social";FAUX;
67555;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67556;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67557;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67559;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67560;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67561;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67562;"Santé";VRAI;"Ministère du Travail, de la Santé, des Solidarités et des Familles"
67563;"Fonction publique";VRAI;"Ministère de l’Agriculture et de la Souveraineté alimentaire"
67564;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67565;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67566;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67567;"Fonction publique";VRAI;"Ministère de l'Intérieur"
67568;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67569;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67570;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67571;"Énergie";FAUX;
67572;"Industrie, ingénierie industrielle";FAUX;
67573;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67574;"Social";FAUX;
67575;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67576;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67578;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67579;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67580;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67581;"Enseignement";FAUX;
67582;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67583;"Social";FAUX;
67584;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67585;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67586;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67587;"Fonction publique";VRAI;"Ministère de l'Intérieur"
67588;"Fonction publique";VRAI;"Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche"
67590;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67591;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67592;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67593;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67596;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67597;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67599;"Industrie, ingénierie industrielle";FAUX;
67600;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67601;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67602;"Fonction publique";VRAI;"Ministère de l'Intérieur"
67603;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67604;"Comptabilité, gestion, ressources humaines";FAUX;
67605;"Fonction publique";VRAI;"Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche"
67606;"Culture et patrimoine";FAUX;
67607;"Commerce et distribution";FAUX;
67608;"Artisanat d'art";FAUX;
67609;"Industrie, ingénierie industrielle";FAUX;
67610;"Commerce et distribution";FAUX;
67611;"Fonction publique";VRAI;"Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique"
67612;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67613;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67615;"Comptabilité, gestion, ressources humaines";FAUX;
67616;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67617;"Fonction publique";VRAI;"Ministère du Travail, de la Santé, des Solidarités et des Familles"
67618;"Social";FAUX;
67619;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67620;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67621;"Fonction publique";VRAI;"Ministère du Travail, de la Santé, des Solidarités et des Familles"
67622;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67623;"Énergie";FAUX;
67624;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67625;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67626;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67627;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67628;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67629;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67630;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67631;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67632;"Banque et assurance";FAUX;
67633;"Commerce et distribution";FAUX;
67634;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67635;"Tourisme";FAUX;
67640;"Fonction publique";VRAI;"Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique"
67641;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67642;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67643;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67645;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67646;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67647;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67648;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67649;"Commerce et distribution";FAUX;
67650;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67651;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67653;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67654;"Social";VRAI;"Ministère du Travail, de la Santé, des Solidarités et des Familles"
67655;"Commerce et distribution";FAUX;
67656;"Industrie, ingénierie industrielle";FAUX;
67657;"Commerce et distribution";FAUX;
67658;"Fonction publique";VRAI;"Ministère des Armées"
67659;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67660;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67661;"Social";VRAI;"Ministère du Travail, de la Santé, des Solidarités et des Familles"
67662;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67663;"Paramédical";FAUX;
67664;"Fonction publique";VRAI;"Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche"
67665;"Fonction publique";VRAI;"Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)"
67666;"Fonction publique";VRAI;"Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)"
67667;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67668;"Fonction publique";VRAI;"Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)"
67669;"Énergie";FAUX;
67670;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67671;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67672;"Fonction publique";VRAI;"Ministère du Travail, de la Santé, des Solidarités et des Familles"
67673;"Comptabilité, gestion, ressources humaines";FAUX;
67675;"Commerce et distribution";FAUX;
67676;"Industrie, ingénierie industrielle";FAUX;
67677;"Fonction publique";VRAI;"Ministère de l'Intérieur"
67678;"Fonction publique";VRAI;"Ministère de l'Intérieur"
67679;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67680;"Santé";FAUX;
67681;"Fonction publique";VRAI;"Ministère de l'Intérieur"
67682;"Fonction publique";VRAI;"Ministère de l'Intérieur"
67683;"Fonction publique";VRAI;"Ministère de l'Intérieur"
67684;"Fonction publique";VRAI;"Ministère de l'Intérieur"
67685;"Fonction publique";VRAI;"Ministère de l'Intérieur"
67686;"Fonction publique";VRAI;"Ministère de l'Intérieur"
67687;"Fonction publique";VRAI;"Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique"
67688;"Agriculture";FAUX;
67689;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67690;"Banque et assurance";FAUX;
67691;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67692;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67693;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67694;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67695;"Commerce et distribution";FAUX;
67696;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67697;"Commerce et distribution";FAUX;
67698;"Commerce et distribution";FAUX;
67699;"Commerce et distribution";FAUX;
67700;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67701;"Social";VRAI;"Ministère du Travail, de la Santé, des Solidarités et des Familles"
67702;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67703;"Fonction publique";VRAI;"Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)"
67704;"Fonction publique";VRAI;"Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)"
67705;"Énergie";FAUX;
67706;"Banque et assurance";FAUX;
67707;"Banque et assurance";FAUX;
67709;"Banque et assurance";FAUX;
67710;"Banque et assurance";FAUX;
67711;"Enseignement";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67712;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67713;"Social";VRAI;"Ministère du Travail, de la Santé, des Solidarités et des Familles"
67714;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67715;"Fonction publique";VRAI;"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
67716;"Fonction publique";VRAI;"Ministère de l'Intérieur"
