ACADEMIE;CODE_RNE (UAI);ID_ETAB_SCONET (ETAB_UAJ_Id);DIVISION (CLASSE);EFFECTIF DECLARE;MINISTERE
Toulouse;0312822Z;1074;2GT1;36
Toulouse;0312822Z;1074;2GT2;35
Toulouse;0312822Z;1074;2GT3;36
Toulouse;0312822Z;1074;2GT4;36
Toulouse;0312822Z;1074;2GT5;36
Toulouse;0312822Z;1074;2GT6;36
Toulouse;0312822Z;1074;2GT7;36
Toulouse;0312822Z;1074;2PRO1;30
Toulouse;0312822Z;1074;2PRO2;29
Toulouse;0312822Z;1074;2PRO3;30
Toulouse;0312822Z;1074;2PRO4;16
Toulouse;0121309H;931;2 BP A;7
Toulouse;0121309H;931;2 BP B;28
Toulouse;0121429N;619;2 ANI GA;29
Toulouse;0121429N;619;2 ASSP;31
Toulouse;0121429N;619;2 COMM;29
Toulouse;0121429N;619;2 MBBE;15
Toulouse;0810003N;368;2MBBE;24
Toulouse;0650001Y;478;2NDE1;30
Toulouse;0650001Y;478;2NDE2;20
Toulouse;0650001Y;478;2NDE3;31
Toulouse;0650001Y;478;2NDE4;31
Toulouse;0120037A;137;2TNE1;16
Toulouse;0120037A;137;2TNE2;17
Toulouse;0120037A;137;UPE2A;30
Toulouse;0650029D;392;2P1;24
Toulouse;0650029D;392;2P2;23
Toulouse;0650029D;392;2P3;28
Toulouse;0650029D;392;2P3 BIS;28
Toulouse;0650029D;392;2P4 ASSP;28
Toulouse;0650029D;392;2P5ASMOD;28
Toulouse;0310039Z;336;501;37
Toulouse;0310039Z;336;502;37
Toulouse;0310039Z;336;503;37
Toulouse;0310039Z;336;504;35
Toulouse;0310039Z;336;505;35
Toulouse;0310039Z;336;506;35
Toulouse;0310039Z;336;507;35
Toulouse;0310039Z;336;508;35
Toulouse;0310039Z;336;509;35
Toulouse;0310039Z;336;510;35
Toulouse;0312686B;228;2GT 01;36
Toulouse;0312686B;228;2GT 02;36
Toulouse;0312686B;228;2GT 03;36
Toulouse;0312686B;228;2GT 04;36
Toulouse;0312686B;228;2GT 05;36
Toulouse;0312686B;228;2GT 06;36
Toulouse;0312686B;228;2GT 07;36
Toulouse;0312686B;228;2GT 08;36
Toulouse;0312686B;228;2GT 09;36
Toulouse;0312686B;228;2GT 10;36
Toulouse;0312686B;228;2GT 11;36
Toulouse;0312686B;228;2GT 12;36
Toulouse;0312686B;228;2GT 13;36
Toulouse;0312686B;228;2P PMIA;24
Toulouse;0312686B;228;2P REMI;24
Toulouse;0312686B;228;2PAERO 1;24
Toulouse;0312686B;228;2PAERO 2;24
Toulouse;0312686B;228;2PAERO 3;24
Toulouse;0120022J;135;2DE1;36
Toulouse;0120022J;135;2DE2;36
Toulouse;0120022J;135;2DE3;36
Toulouse;0120022J;135;2DE4;36
Toulouse;0120022J;135;2DE5;36
Toulouse;0120022J;135;2DE6;36
Toulouse;0120022J;135;2DE7;36
Toulouse;0120022J;135;2DE8;36
Toulouse;0120022J;135;2DE9;36
Toulouse;0121438Y;645;2D21;36
Toulouse;0121438Y;645;2D23;36
Toulouse;0121438Y;645;2D65;36
Toulouse;0121438Y;645;2D67;36
Toulouse;0090036R;1029;2A;28
Toulouse;0090036R;1029;2B;28
Toulouse;0090036R;1029;2C;28
Toulouse;0820021C;559;501;28
Toulouse;0820021C;559;502;28
Toulouse;0820021C;559;503;28
Toulouse;0820021C;559;504;28
Toulouse;0820021C;559;505;28
Toulouse;0820021C;559;506;28
Toulouse;0820021C;559;507;28
Toulouse;0820021C;559;508;28
Toulouse;0820021C;559;509;28
Toulouse;0820021C;559;510;28
Toulouse;0820021C;559;511;28
Toulouse;0820021C;559;512;28
Toulouse;0820021C;559;513;28
Toulouse;0820021C;559;514;28
Toulouse;0820021C;559;515;36
Toulouse;0820021C;559;516;29
Toulouse;0820021C;559;PRO-551;24
Toulouse;0820021C;559;PRO-552;48
Toulouse;0820021C;559;PRO-553;48
Toulouse;0820021C;559;PRO-560;15
Toulouse;0820021C;559;PRO-561;24
Toulouse;0820021C;559;PRO-562;30
Toulouse;0820021C;559;PRO-563;20
Toulouse;0820021C;559;PRO-565;30
Toulouse;0320040V;152;2ASSP1;24
Toulouse;0320040V;152;2ASSP2;24
Toulouse;0320040V;152;2GALT;16
Toulouse;0320040V;152;2H1;24
Toulouse;0320040V;152;2H2;24
Toulouse;0320040V;152;2MRC1;20
Toulouse;0320040V;152;2MRC2;20
Toulouse;0820020B;552;2DE01;35
Toulouse;0820020B;552;2DE02;35
Toulouse;0820020B;552;2DE03;35
Toulouse;0820020B;552;2DE04;35
Toulouse;0820020B;552;2DE05;34
Toulouse;0820020B;552;2DE06;34
Toulouse;0820020B;552;2DE07;35
Toulouse;0820020B;552;2DE08;35
Toulouse;0120012Y;130;2NDE 1;32
Toulouse;0120012Y;130;2NDE 2;30
Toulouse;0120012Y;130;2NDE 3;31
Toulouse;0120012Y;130;2NDE 4;30
Toulouse;0120012Y;130;2NDE 5;30
Toulouse;0120014A;133;2 MREST;21
Toulouse;0120014A;133;2BTP;22
Toulouse;0120014A;133;2COM;24
Toulouse;0120014A;133;2MVA;20
Toulouse;0320067Z;408;2 MM;20
Toulouse;0320067Z;408;2GT A;30
Toulouse;0320067Z;408;2GT B;30
Toulouse;0320067Z;408;2GT C;30
Toulouse;0320067Z;408;2GT D;30
Toulouse;0320067Z;408;2GT E;28
Toulouse;0320067Z;408;2GT F;30
Toulouse;0460026D;51;2NDE UPE;12
Toulouse;0460026D;51;2NDE1;35
Toulouse;0460026D;51;2NDE2;36
Toulouse;0460026D;51;2NDE3;35
Toulouse;0460026D;51;2NDE4;32
Toulouse;0460026D;51;2NDE5;21
Toulouse;0460026D;51;2NDE6;26
Toulouse;0310047H;556;S-SEC1;36
Toulouse;0310047H;556;S-SEC2;36
Toulouse;0310047H;556;S-SEC3;36
Toulouse;0310047H;556;S-SEC4;35
Toulouse;0310047H;556;S-SEC5;35
Toulouse;0310047H;556;S-SEC6;35
Toulouse;0310047H;556;S-SEC7;36
Toulouse;0310047H;556;S-SEC8;36
Toulouse;0310047H;556;S-SEC9;36
Toulouse;0811324Z;810;2HPS;15
Toulouse;0811324Z;810;2MCM;12
Toulouse;0811324Z;810;2MGATL;16
Toulouse;0811324Z;810;2MMMV;20
Toulouse;0811324Z;810;2MRC;16
Toulouse;0811324Z;810;2MTNE;12
Toulouse;0811324Z;810;2REMI;12
Toulouse;0311902Z;328;201;36
Toulouse;0311902Z;328;202;37
Toulouse;0311902Z;328;203;35
Toulouse;0311902Z;328;204;41
Toulouse;0311902Z;328;205;36
Toulouse;0311902Z;328;206;36
Toulouse;0311902Z;328;207;36
Toulouse;0311902Z;328;208;36
Toulouse;0311902Z;328;209;36
Toulouse;0311902Z;328;210;35
Toulouse;0820016X;560;45293;36
Toulouse;0820016X;560;45324;36
Toulouse;0820016X;560;45353;36
Toulouse;0820016X;560;45384;36
Toulouse;0820016X;560;45414;36
Toulouse;0320051G;992;2A;22
Toulouse;0320051G;992;2B;24
Toulouse;0320051G;992;2C;21
Toulouse;0320652K;986;2PRO;7
Toulouse;0320002D;153;2NDE 1;34
Toulouse;0320002D;153;2NDE 2;36
Toulouse;0320002D;153;2NDE 3;36
Toulouse;0320002D;153;2NDE 4;36
Toulouse;0320002D;153;2NDE 5;35
Toulouse;0810995S;420;2MMV1;10
Toulouse;0810995S;420;2MMV2;10
Toulouse;0810995S;420;2MRC1;15
Toulouse;0810995S;420;2MRC2;15
Toulouse;0810995S;420;APP;40
Toulouse;0810995S;420;BACPHOTO;18
Toulouse;0310087B;807;2GT;8
Toulouse;0310087B;807;2PRO;8
Toulouse;0650035K;355;2GA-T-L;12
Toulouse;0650035K;355;2MTNE;22
Toulouse;0650035K;355;2PR;15
Toulouse;0650035K;355;BP1PR;12
Toulouse;0650038N;359;2GT1;30
Toulouse;0650038N;359;2GT2;30
Toulouse;0650038N;359;2GT3;31
Toulouse;0650038N;359;2GT4;24
Toulouse;0650038N;359;2GT5;24
Toulouse;0090006H;71;511;11
Toulouse;0090006H;71;512;12
Toulouse;0650058K;977;2A;36
Toulouse;0650058K;977;2B;34
Toulouse;0650058K;977;2C;34
Toulouse;0810004P;69;S01;27
Toulouse;0810004P;69;S02;27
Toulouse;0810004P;69;S03;27
Toulouse;0810004P;69;S04;27
Toulouse;0810004P;69;S05;26
Toulouse;0810004P;69;S06;26
Toulouse;0810004P;69;S07;26
Toulouse;0810004P;69;S08;26
Toulouse;0810004P;69;S09;26
Toulouse;0810004P;69;S10;26
Toulouse;0810004P;69;S11;26
Toulouse;0810004P;69;S12;26
Toulouse;0810004P;69;S13;24
Toulouse;0810004P;69;SBPMMV;20
Toulouse;0810004P;69;SBPPMIA;24
Toulouse;0810004P;69;SBPREMI;24
Toulouse;0810004P;69;SBPTNE1;25
Toulouse;0810004P;69;SBPTNE2;24
Toulouse;0810004P;69;UPE2A;12
Toulouse;0810103X;959;2DE 1;24
Toulouse;0810103X;959;2DE 2;23
Toulouse;0810103X;959;2DE 3;23
Toulouse;0810103X;959;2DE 4;24
Toulouse;0810113H;956;2 AMA;20
Toulouse;0810113H;956;2 BBE;38
Toulouse;0313016K;1311;2NDE1;29
Toulouse;0313016K;1311;2NDE2;30
Toulouse;0310041B;429;201;89
Toulouse;0310041B;429;202;36
Toulouse;0310041B;429;203;35
Toulouse;0310041B;429;204;36
Toulouse;0310041B;429;205;36
Toulouse;0310041B;429;206;36
Toulouse;0310041B;429;207;36
Toulouse;0310041B;429;208;36
Toulouse;0310041B;429;209;36
Toulouse;0310041B;429;210;36
Toulouse;0310041B;429;211;36
Toulouse;0310041B;429;212;36
Toulouse;0310041B;429;213;36
Toulouse;0310041B;429;214;36
Toulouse;0310041B;429;215;37
Toulouse;0310041B;429;2UPE2A;14
Toulouse;0810113H;956;2 MGATL;0
Toulouse;0810113H;956;2 MRC;42
Toulouse;0311334G;263;2GT1;35
Toulouse;0311334G;263;2GT2;35
Toulouse;0311334G;263;2GT3;35
Toulouse;0312355S;994;2GT;27
Toulouse;0650014M;472;2 STHR;12
Toulouse;0650014M;472;2BP MRC;24
Toulouse;0650014M;472;2BPMHR;22
Toulouse;0312759F;809;2PCTRM;24
Toulouse;0312759F;809;2PGATL1;25
Toulouse;0312759F;809;2PGATL2;25
Toulouse;0312759F;809;2PGATL3;24
Toulouse;0312759F;809;2PMMV1;20
Toulouse;0312759F;809;2PMMV2;20
Toulouse;0312759F;809;2PMMV3;20
Toulouse;0312759F;809;UPEAA;18
Toulouse;0460493L;155;2A;46
Toulouse;0460493L;155;2B;37
Toulouse;0460493L;155;2C;38
Toulouse;0460493L;155;2D;37
Toulouse;0460493L;155;2F;3
Toulouse;0460493L;155;2MMV;21
Toulouse;0460493L;155;2PMIACAR;25
Toulouse;0460493L;155;2TNE;24
Toulouse;0460038S;984;201;36
Toulouse;0460038S;984;202;36
Toulouse;0460038S;984;203;36
Toulouse;0460050E;980;2BPCV;26
Toulouse;0460050E;980;2BPMRC;16
Toulouse;0460050E;980;2BPMV;5
Toulouse;0460050E;980;2BPPH;15
Toulouse;0120024L;140;2NDE1;90
Toulouse;0120024L;140;2NDE2;90
Toulouse;0120024L;140;2NDE3;81
Toulouse;0120024L;140;2NDE4;75
Toulouse;0120024L;140;2NDE5;80
Toulouse;0120024L;140;2NDE6;83
Toulouse;0120024L;140;2NDE7;59
Toulouse;0120024L;140;2NDE8;55
Toulouse;0120024L;140;2NDE9;70
Toulouse;0311190A;1012;2NDMBBE;24
Toulouse;0311323V;339;2DE01;37
Toulouse;0311323V;339;2DE02;35
Toulouse;0311323V;339;2DE03;35
Toulouse;0311323V;339;2DE04;32
Toulouse;0311323V;339;2DE05;32
Toulouse;0311323V;339;2DE06;35
Toulouse;0311323V;339;2DE07;34
Toulouse;0311323V;339;2DE08;29
Toulouse;0311323V;339;2DE09;29
Toulouse;0820021C;559;PRO-564;10
Toulouse;0310091F;329;2 TNE1;24
Toulouse;0310091F;329;2 TNE2;26
Toulouse;0310091F;329;2 TNE3;24
Toulouse;0310091F;329;2CVP;30
Toulouse;0310091F;329;2PASSLP;24
Toulouse;0310091F;329;2REMI;24
Toulouse;0310091F;329;2RPIP;24
Toulouse;0310091F;329;2RPIPA;24
Toulouse;0312267W;223;SG01;36
Toulouse;0312267W;223;SG02;35
Toulouse;0312267W;223;SG03;36
Toulouse;0312267W;223;SG04;36
Toulouse;0312267W;223;SG05;35
Toulouse;0312267W;223;SG06;36
Toulouse;0312267W;223;SG07;36
Toulouse;0090024C;114;2MM1;24
Toulouse;0090024C;114;2MM2;24
Toulouse;0090024C;114;2TCI;24
Toulouse;0460010L;30;2GT1;25
Toulouse;0460010L;30;2GT2;35
Toulouse;0460010L;30;2GT3;20
Toulouse;0460010L;30;2GT4;25
Toulouse;0460010L;30;2GT5;35
Toulouse;0460010L;30;2GT6;35
Toulouse;0460010L;30;2GT7;18
Toulouse;0460010L;30;2GT8;24
Toulouse;0460032K;13;2MGATL;12
Toulouse;0460032K;13;2MRC;12
Toulouse;0460032K;13;2MTNE1;18
Toulouse;0460032K;13;2REMI;14
Toulouse;0460032K;13;2MTNE2;18
Toulouse;0090013R;111;45324;46
Toulouse;0090013R;111;45353;36
Toulouse;0090013R;111;45384;36
Toulouse;0460007H;173;2DE1;35
Toulouse;0460007H;173;2DE2;36
Toulouse;0460007H;173;2DE3;36
Toulouse;0460007H;173;2DE4;36
Toulouse;0460007H;173;2DE5;35
Toulouse;0460007H;173;2DE6;35
Toulouse;0460007H;173;2DE7;36
Toulouse;0460007H;173;2DE8;36
Toulouse;0460007H;173;2DE9;36
Toulouse;0311134P;1020;4501;35
Toulouse;0311134P;1020;4502;35
Toulouse;0311134P;1020;4503;35
Toulouse;0311134P;1020;4504;35
Toulouse;0311134P;1020;4505;35
Toulouse;0311134P;1020;4506;35
Toulouse;0311134P;1020;4507;35
Toulouse;0311134P;1020;4508;35
Toulouse;0311134P;1020;5511;0
Toulouse;0810079W;963;2NDEA;26
Toulouse;0810079W;963;2NDEB;24
Toulouse;0810108C;957;2PROMS;18
Toulouse;0810108C;957;2PROVENT;17
Toulouse;0320023B;390;201;35
Toulouse;0320023B;390;202;35
Toulouse;0320023B;390;203;35
Toulouse;0320023B;390;204;33
Toulouse;0310054R;490;2 MA;24
Toulouse;0310054R;490;2 MHR 1;24
Toulouse;0310054R;490;2 MHR 2;24
Toulouse;0310054R;490;2 MP3D;26
Toulouse;0310054R;490;2 MTNE;35
Toulouse;0310054R;490;2MAMREMI;28
Toulouse;0120096P;332;2AMA;16
Toulouse;0120096P;332;2CB;13
Toulouse;0120096P;332;2CDBTP;29
Toulouse;0120096P;332;2EMN;20
Toulouse;0120096P;332;2MS;20
Toulouse;0312062Y;751;2BPMCV 1;24
Toulouse;0312062Y;751;2BPMCV 2;24
Toulouse;0312062Y;751;2BPMGA;18
Toulouse;0320737C;1269;2-GT3;20
Toulouse;0311324W;338;2MAVI;24
Toulouse;0311324W;338;2MRC1;24
Toulouse;0311324W;338;2MRC2;24
Toulouse;0311324W;338;2MRC3;24
Toulouse;0820016X;560;45445;36
Toulouse;0120052S;659;2I;32
Toulouse;0120052S;659;2II;29
Toulouse;0460007H;173;2DE10;36
Toulouse;0650062P;976;2NDE 1;25
Toulouse;0650062P;976;2NDE 2;25
Toulouse;0650062P;976;2NDE 3;25
Toulouse;0820885S;940;2NDPRO;48
Toulouse;0810016C;517;2MCDBTP;12
Toulouse;0810016C;517;2MEMN;15
Toulouse;0810016C;517;2MTNE;14
Toulouse;0810016C;517;2TCB;14
Toulouse;0310017A;235;201;36
Toulouse;0310017A;235;202;36
Toulouse;0310017A;235;203;36
Toulouse;0310017A;235;204;36
Toulouse;0310017A;235;2CDBTP;24
Toulouse;0310017A;235;2MMV;20
Toulouse;0310017A;235;2PMIA;15
Toulouse;0310017A;235;2TNEA;24
Toulouse;0310017A;235;2TNEB;15
Toulouse;0311146C;937;2001;25
Toulouse;0311146C;937;2002;36
Toulouse;0311146C;937;2003;35
Toulouse;0311146C;937;2004;34
Toulouse;0311146C;937;2005;34
Toulouse;0311146C;937;2007;34
Toulouse;0090015T;74;2GT01;36
Toulouse;0090015T;74;2GT02;36
Toulouse;0090015T;74;2GT03;36
Toulouse;0090015T;74;2GT04;36
Toulouse;0090015T;74;2GT05;36
Toulouse;0090015T;74;2GT06;36
Toulouse;0090015T;74;2GT07;36
Toulouse;0090015T;74;2GT08;36
Toulouse;0090015T;74;2GT09;36
Toulouse;0090015T;74;2GT10;36
Toulouse;0650028C;361;2ALU3;14
Toulouse;0650028C;361;2CPA;10
Toulouse;0650028C;361;2AMA;12
Toulouse;0650028C;361;2EMNB;24
Toulouse;0650028C;361;2TNE;15
Toulouse;0650028C;361;2MMVA;15
Toulouse;0310040A;191;02MRC3;27
Toulouse;0310040A;191;212;36
Toulouse;0650005C;578;2 MELEC;15
Toulouse;0650005C;578;2 MSPC;15
Toulouse;0650005C;578;2ASSP;30
Toulouse;0650005C;578;2MS;15
Toulouse;0650005C;578;2NDE1;35
Toulouse;0650005C;578;2NDE2;35
Toulouse;0650005C;578;2NDE3;35
Toulouse;0650005C;578;2NDE4;35
Toulouse;0460051F;176;2ASSP;30
Toulouse;0460051F;176;2GATL;18
Toulouse;0460051F;176;2MRC;30
Toulouse;0650028C;361;2MMVB;15
Toulouse;0090018W;75;2GT1;36
Toulouse;0090018W;75;2GT2;36
Toulouse;0090018W;75;2GT3;35
Toulouse;0090018W;75;2GT4;36
Toulouse;0650040R;516;21;39
Toulouse;0650040R;516;22;37
Toulouse;0820004J;535;2GT5;36
Toulouse;0810004P;69;SBPCAR;20
Toulouse;0820004J;535;_2GATL;18
Toulouse;0820004J;535;_2MHR;24
Toulouse;0820004J;535;_2MRC1;24
Toulouse;0820004J;535;_2MRC2;24
Toulouse;0820004J;535;_2MRC3;24
Toulouse;0460529A;449;2FMHR3;20
Toulouse;0460039T;983;4501;28
Toulouse;0460039T;983;4502;28
Toulouse;0460039T;983;4503;28
Toulouse;0460039T;983;7001;35
Toulouse;0810075S;888;2A;30
Toulouse;0810075S;888;2B;30
Toulouse;0810071M;964;501;36
Toulouse;0810071M;964;502;35
Toulouse;0810071M;964;503;34
Toulouse;0810071M;964;504;35
Toulouse;0810068J;965;2A;30
Toulouse;0810068J;965;2B;29
Toulouse;0810068J;965;2C;30
Toulouse;0810068J;965;2D;30
Toulouse;0312759F;809;2PGATL4;16
Toulouse;0312759F;809;2PMMV4;10
Toulouse;0810030T;371;2NDE 01;35
Toulouse;0810030T;371;2NDE 02;34
Toulouse;0810030T;371;2NDE 03;33
Toulouse;0810030T;371;2NDE 04;26
Toulouse;0810030T;371;2NDE 05;57
Toulouse;0810030T;371;2NDE 06;41
Toulouse;0810030T;371;2NDE 07;55
Toulouse;0810030T;371;2NDE 08;45
Toulouse;0312759F;809;2PCAR;20
Toulouse;0090003E;70;2GATL;34
Toulouse;0090003E;70;2MOV;17
Toulouse;0090003E;70;2RCL1;75
Toulouse;0090003E;70;2RCL2;28
Toulouse;0090003E;70;2RCL3;27
Toulouse;0312696M;257;201;36
Toulouse;0312696M;257;202;36
Toulouse;0312696M;257;203;35
Toulouse;0312696M;257;204;34
Toulouse;0312696M;257;205;35
Toulouse;0312696M;257;206;35
Toulouse;0312696M;257;207;36
Toulouse;0312696M;257;208;35
Toulouse;0312696M;257;209;35
Toulouse;0312696M;257;210;34
Toulouse;0312696M;257;211;34
Toulouse;0312696M;257;212;35
Toulouse;0312696M;257;213;34
Toulouse;0120105Z;756;1AEPA;10
Toulouse;0120105Z;756;1ASSP;13
Toulouse;0120105Z;756;1MRC3;11
Toulouse;0120037A;137;2REMI;2
Toulouse;0120037A;137;2PMIA;0
Toulouse;0120037A;137;2MMVA;15
Toulouse;0310028M;269;2GT1;32
Toulouse;0310028M;269;2GT2;32
Toulouse;0310028M;269;2GT3;32
Toulouse;0310028M;269;2GT4;32
Toulouse;0310028M;269;2GT5;22
Toulouse;0311138U;938;2A;25
Toulouse;0311138U;938;2B;28
Toulouse;0311138U;938;2C;28
Toulouse;0311132M;936;0,0833333333333333;36
Toulouse;0311132M;936;2 B;35
Toulouse;0311132M;936;2 C;33
Toulouse;0460013P;175;0,0833333333333333;35
Toulouse;0460013P;175;2 B;35
Toulouse;0460013P;175;2 MDM;12
Toulouse;0460013P;175;2 MRC;18
Toulouse;0460013P;175;2 ASSP;15
Toulouse;0121428M;600;2 GT1;38
Toulouse;0121428M;600;2 GT2;38
Toulouse;0121428M;600;2 GT3;38
Toulouse;0121428M;600;2 GT4;37
Toulouse;0311971Z;665;2EBAC;36
Toulouse;0121438Y;645;2D101;20
Toulouse;0121438Y;645;2D34;20
Toulouse;0121438Y;645;2D78;20
Toulouse;0121438Y;645;2D109;20
Toulouse;0810033W;528;2NDE 5;74
Toulouse;0312290W;351;216;36
Toulouse;0312290W;351;217;36
Toulouse;0312744P;689;201;36
Toulouse;0312744P;689;202;36
Toulouse;0312744P;689;203;36
Toulouse;0312744P;689;204;36
Toulouse;0312744P;689;205;36
Toulouse;0312744P;689;206;36
Toulouse;0312744P;689;207;36
Toulouse;0312744P;689;208;36
Toulouse;0312744P;689;209;36
Toulouse;0312744P;689;210;36
Toulouse;0312744P;689;211;36
Toulouse;0312744P;689;212;36
Toulouse;0312744P;689;213;36
Toulouse;0312744P;689;214;36
Toulouse;0312744P;689;215;36
Toulouse;0312744P;689;2MA;24
Toulouse;0311334G;263;2NDPRO;15
Toulouse;0320054K;991;2B;0
Toulouse;0320054K;991;2R;29
Toulouse;0820044C;947;2 1;33
Toulouse;0820044C;947;2 10;32
Toulouse;0820044C;947;2 2;33
Toulouse;0820044C;947;2 3;33
Toulouse;0820044C;947;2 4;34
Toulouse;0820044C;947;2 5;34
Toulouse;0820044C;947;2 6;32
Toulouse;0820044C;947;2 7;33
Toulouse;0820044C;947;2 8;31
Toulouse;0820044C;947;2 9;33
Toulouse;0820061W;941;2BPMHR;25
Toulouse;0820061W;941;2PROGA;14
Toulouse;0820061W;941;2PROMRC1;21
Toulouse;0820061W;941;2PROMRC2;20
Toulouse;0820061W;941;2PROMRC3;21
Toulouse;0311324W;338;2MRC4;24
Toulouse;0120059Z;767;2GT1;26
Toulouse;0120059Z;767;2GT2;29
Toulouse;0320036R;398;2NDE09;0
Toulouse;0650885J;970;21;36
Toulouse;0650885J;970;22;30
Toulouse;0650885J;970;2BACP;27
Toulouse;0090015T;74;2 MV;20
Toulouse;0090015T;74;2 MTNE;30
Toulouse;0090015T;74;2 CPA;10
Toulouse;0311126F;930;2A;36
Toulouse;0311126F;930;2B;36
Toulouse;0311126F;930;2C;36
Toulouse;0311126F;930;2D;36
Toulouse;0311126F;930;2E;36
Toulouse;0810105Z;958;2 PMIA;10
Toulouse;0810105Z;958;2 TNE 1;31
Toulouse;0810105Z;958;2 TNE 2;31
Toulouse;0320067Z;408;2EMBAMA;27
Toulouse;0320067Z;408;2CDBTP;18
Toulouse;0320067Z;408;2 TCBTNE;26
Toulouse;0311145B;1021;4501;38
Toulouse;0311145B;1021;4502;36
Toulouse;0311145B;1021;4503;37
Toulouse;0311145B;1021;4504;34
Toulouse;0311145B;1021;4505;35
Toulouse;0311145B;1021;4506;36
Toulouse;0311145B;1021;4507;34
Toulouse;0311145B;1021;4508;36
Toulouse;0120051R;680;2I;32
Toulouse;0120051R;680;2II;33
Toulouse;0120051R;680;2III;33
Toulouse;0311324W;338;2ND PASS;24
Toulouse;0120024L;140;2NDE10;55
Toulouse;0311131L;932;2NDE GT1;27
Toulouse;0311131L;932;2NDE GT2;25
Toulouse;0311131L;932;2NDE PRO;14
Toulouse;0311147D;1022;2001;35
Toulouse;0311147D;1022;2002;35
Toulouse;0311147D;1022;2003;35
Toulouse;0311147D;1022;2004;35
Toulouse;0311147D;1022;2005;35
Toulouse;0311147D;1022;2006;35
Toulouse;0311147D;1022;2007;35
Toulouse;0810995S;420;2ND1;24
Toulouse;0810995S;420;2ND2;24
Toulouse;0810995S;420;2ND3;24
Toulouse;0090013R;111;2E 1;36
Toulouse;0090013R;111;2E 2;36
Toulouse;0090013R;111;2E 3;36
Toulouse;0090013R;111;2E 4;36
Toulouse;0090013R;111;2E 5;36
Toulouse;0090013R;111;2 REMI 1;15
Toulouse;0090013R;111;2 REMI 2;15
Toulouse;0090013R;111;2 TNE;15
Toulouse;0311133N;939;2001;37
Toulouse;0311133N;939;2002;36
Toulouse;0311133N;939;2003;36
Toulouse;0311133N;939;2004;35
Toulouse;0311133N;939;2005;38
Toulouse;0311133N;939;2006;37
Toulouse;0312065B;996;5501;19
Toulouse;0312065B;996;5502;15
Toulouse;0312065B;996;5503;15
Toulouse;0811070Y;663;2NDPRO1;28
Toulouse;0811070Y;663;2NDPRO2;13
Toulouse;0811070Y;663;2NDPRO2A;16
Toulouse;0810095N;664;2NDE1;21
Toulouse;0810095N;664;2NDE2;21
Toulouse;0311970Y;1000;32851;18
Toulouse;0311970Y;1000;32831;22
Toulouse;0311970Y;1000;32832;22
Toulouse;0311970Y;1000;32833;22
Toulouse;0311970Y;1000;32841;32
Toulouse;0810959C;485;2_PIPAC;24
Toulouse;0312093G;290;10A;13
Toulouse;0312093G;290;10B;14
Toulouse;0311200L;1011;2AERO1;24
Toulouse;0311200L;1011;2AERO2;24
Toulouse;0311200L;1011;2AERO3;24
Toulouse;0311200L;1011;2AERO4;24
Toulouse;0311200L;1011;2REMI1;12
Toulouse;0311200L;1011;2REMI2;12
Toulouse;0650005C;578;2TCRM;10
Toulouse;0310017A;235;205;12
Toulouse;0810012Y;431;2TNE;0
Toulouse;0320030J;391;2PMIA;12
Toulouse;0320030J;391;2REMI;12
Toulouse;0310038Y;340;2MRC4;18
Toulouse;0810995S;420;APP B MO;4
Versailles;0920149M;920;210;35
Versailles;0781512V;316;2GT1;34
Versailles;0781512V;316;2GT2;35
Versailles;0781512V;316;2GT3;35
Versailles;0781512V;316;2GT4;35
Versailles;0781512V;316;2GT5;35
Versailles;0781512V;316;2GT6;35
Versailles;0781512V;316;2GT7;35
Versailles;0781512V;316;2GT8;35
Versailles;0781512V;316;2GT9;35
Versailles;0783548H;1160;2ES;28
Versailles;0783548H;1160;2L;15
Versailles;0783548H;1160;2SBC;30
Versailles;0783548H;1160;2SMP1;32
Versailles;0783548H;1160;2SMP2;32
Versailles;0783548H;1160;2SIA1;32
Versailles;0783548H;1160;2SIA2;32
Versailles;0951766D;110;2GT 01;36
Versailles;0951766D;110;2GT 02;29
Versailles;0951766D;110;2GT 03;28
Versailles;0951766D;110;2GT 04;23
Versailles;0951766D;110;2GT 05;30
Versailles;0951766D;110;2GT 06;25
Versailles;0951766D;110;2GT 07;30
Versailles;0951766D;110;2GT 08;30
Versailles;0951766D;110;2GT 09;20
Versailles;0951766D;110;2GT 10;30
Versailles;0951766D;110;2GT 11;30
Versailles;0951766D;110;2GT 12;25
Versailles;0920921B;1499;2A;39
Versailles;0920921B;1499;2B;38
Versailles;0920921B;1499;2C;36
Versailles;0920921B;1499;2D;33
Versailles;0920921B;1499;2E;36
Versailles;0920921B;1499;2F;36
Versailles;0920921B;1499;2G;35
Versailles;0920918Y;1497;2DEGT;38
Versailles;0920918Y;1497;2DEGT2;38
Versailles;0920918Y;1497;2DEGT3;38
Versailles;0920894X;1487;21;28
Versailles;0920894X;1487;22;28
Versailles;0911492C;218;2GT1;32
Versailles;0911492C;218;2GT10;33
Versailles;0911492C;218;2GT2;32
Versailles;0911492C;218;2GT3;34
Versailles;0911492C;218;2GT4;33
Versailles;0911492C;218;2GT5;32
Versailles;0911492C;218;2GT6;34
Versailles;0911492C;218;2GT7;32
Versailles;0911492C;218;2GT8;33
Versailles;0911492C;218;2GT9;33
Versailles;0911492C;218;2MGATL;42
