uai;type_etab;nom_etablissement;adresse;code_postal;commune;position;voie_generale;voie_techno;voie_pro;etab_mere;nbeleves;voie_gt;rentree_scolaire;nombre_d_eleves;2ndes_gt;_merge;nbeleves_est;2des_est
0922249V;Lycée;Lycée Montesquieu;23 rue du Capitaine Facq;92350.0;Le Plessis-Robinson;48.7773364785789, 2.2636303880367494;1.0;1.0;1.0;;632.0;True;2022.0;600.0;190.0;both;600.0;190.0
0750657G;Lycée;Lycée Montaigne;17 rue Auguste Comte;75006.0;Paris;48.844236978189386, 2.3348315716616432;1.0;0.0;0.0;;1051.0;True;2022.0;1051.0;347.0;both;1051.0;347.0
0160022M;Lycée;Lycée polyvalent Émile Roux;30 avenue du Général de Gaulle;16500.0;Confolens;46.00865487863699, 0.6719993885926403;1.0;1.0;1.0;;493.0;True;2022.0;452.0;162.0;both;452.0;162.0
0830032J;Lycée;Lycée Thomas Edison;1 rue Emile Héraud;83510.0;Lorgues;43.4932939123377, 6.3569093510238295;1.0;1.0;1.0;;1156.0;True;2022.0;1065.0;405.0;both;1065.0;405.0
0310036W;Lycée;Lycée général Pierre de Fermat;Parvis des Jacobins;31068.0;Toulouse;43.6032751508944, 1.4398952901892104;1.0;0.0;0.0;;949.0;True;2022.0;949.0;359.0;both;949.0;359.0
0720012X;Lycée;Lycée Racan;9 avenue du Mans;72500.0;Montval-sur-Loir;47.69897526750431, 0.4129213864522583;1.0;1.0;0.0;;453.0;True;2022.0;453.0;156.0;both;453.0;156.0
0380063M;Lycée;Lycée polyvalent La Saulaie;la Saulaie;38162.0;Saint-Marcellin;45.15764989112699, 5.317670220840364;1.0;1.0;1.0;;923.0;True;2022.0;690.0;241.0;both;690.0;241.0
0290170C;Lycée;Lycée le Likès;20 place de la Tourbie;29196.0;Quimper;48.000938753944055, -4.10240062335882;1.0;1.0;0.0;;1405.0;True;2022.0;1405.0;476.0;both;1405.0;476.0
0160002R;Lycée;Lycée Guez de Balzac;Place Beaulieu;16021.0;Angoulême;45.650165640205316, 0.15117436981482055;1.0;1.0;0.0;;1123.0;True;2022.0;1123.0;359.0;both;1123.0;359.0
0070066J;Lycée;Lycée général et technologique privé Marie Rivier;21 avenue Notre-Dame;7700.0;Bourg-Saint-Andéol;44.374186477850074, 4.644930459985576;1.0;1.0;0.0;;475.0;True;2022.0;475.0;170.0;both;475.0;170.0
0560013K;Lycée;LEGTA Le Gros Chêne;rue de Bretagne;56308.0;Pontivy;48.0842567516204, -2.974909705804426;1.0;1.0;1.0;;;True;;;;left_only;646.0;207.0
0450040Z;Lycée;Lycée en Forêt;45 avenue Louis Maurice Chautemps;45200.0;Montargis;48.01110109506568, 2.756769529417283;1.0;1.0;0.0;;1398.0;True;2022.0;1398.0;451.0;both;1398.0;451.0
0380073Y;Lycée;Lycée polyvalent Elie Cartan;2 rue Justin Vernet;38110.0;La Tour-du-Pin;45.56434764470551, 5.441979352865536;1.0;1.0;1.0;;693.0;True;2022.0;546.0;235.0;both;546.0;235.0
9711252J;Lycée;Lycée général et technologique Robert Weinum;Route de la Savane;97150.0;Saint-Martin;18.0970348568451, -63.06586954449471;1.0;1.0;0.0;;776.0;True;2022.0;776.0;238.0;both;776.0;238.0
0694405N;Lycée;Lycée Docteur Charles Mérieux;2 avenue du pont Pasteur;69007.0;Lyon;45.73259846554497, 4.822634469258513;0.0;1.0;0.0;;582.0;True;2022.0;582.0;246.0;both;582.0;246.0
0781974X;Lycée;Lycée Saint-Exupéry;11 rue Michaël Faraday;78180.0;Montigny-le-Bretonneux;48.795692848197156, 2.0492015541446027;1.0;1.0;0.0;;337.0;True;2022.0;337.0;115.0;both;337.0;115.0
0783657B;Lycée;Lycée Saint-Augustin;39 rue Grande Fontaine;78100.0;Saint-Germain-en-Laye;48.89694998070632, 2.0856612993081693;1.0;0.0;0.0;;258.0;True;2022.0;258.0;105.0;both;258.0;105.0
0500016W;Lycée;Lycée Jean-François Millet;1 rue de Bougainville;50130.0;Cherbourg-en-Cotentin;49.639657681556045, -1.6441401788202072;1.0;1.0;0.0;;1039.0;True;2022.0;1039.0;325.0;both;1039.0;325.0
0371418R;Lycée;Lycée Jacques de Vaucanson;1 rue Jules Vedrines;37081.0;Tours;47.423381355457785, 0.70658040667596;1.0;1.0;0.0;;1093.0;True;2022.0;1093.0;401.0;both;1093.0;401.0
0941719H;Lycée;Lycée Epin;19 avenue Eugène Pelletan;94400.0;Vitry-sur-Seine;48.79419945658507, 2.3848003666518878;1.0;1.0;0.0;;255.0;True;2022.0;255.0;129.0;both;255.0;129.0
0171157R;Lycée;École d'enseignement technique de l'armée de l'air et de l'espace de Saintes;Base aérienne 722;17136.0;Saintes;45.44423810394464, -0.28864026869563486;1.0;1.0;1.0;;;True;;;;left_only;646.0;207.0
9710882G;Lycée;Lycée général et technologique Des Droits de l'Homme;Pointe à Bacchus;97170.0;Petit-Bourg;16.20089621355786, -61.59177987280009;1.0;1.0;0.0;;1236.0;True;2022.0;1236.0;397.0;both;1236.0;397.0
0782549X;Lycée;Lycée Louis Bascan;5 avenue du Général Leclerc;78513.0;Rambouillet;48.640987015077634, 1.824599290211812;1.0;1.0;1.0;;2387.0;True;2022.0;2082.0;698.0;both;2082.0;698.0
0170060Y;Lycée;Lycée Bernard Palissy;1 rue de Gascogne;17107.0;Saintes;45.73503489068187, -0.6145802387898329;1.0;1.0;0.0;;753.0;True;2022.0;753.0;281.0;both;753.0;281.0
0060026W;Lycée;Lycée Pierre et Marie Curie;353 avenue du Doyen Jean Lépine;6500.0;Menton;43.77737603538937, 7.484600420305029;1.0;1.0;0.0;;878.0;True;2022.0;878.0;300.0;both;878.0;300.0
0570106F;Lycée;Lycée Charlemagne;17 avenue Clemenceau;57100.0;Thionville;49.360392615709415, 6.167929546588329;1.0;0.0;0.0;;811.0;True;2022.0;811.0;322.0;both;811.0;322.0
0060013G;Lycée;Lycée Bristol;10 avenue Saint Nicolas;6414.0;Cannes;43.55556262678885, 7.018946279227393;1.0;1.0;0.0;;896.0;True;2022.0;896.0;277.0;both;896.0;277.0
0370001A;Lycée;Lycée Léonard de Vinci;Rue du Clos des Gardes;37402.0;Amboise;47.40099688190214, 0.9824105459079514;1.0;1.0;0.0;;1166.0;True;2022.0;1166.0;435.0;both;1166.0;435.0
0880036L;Lycée;Lycée polyvalent Jean-Baptiste Vuillaume;5 avenue Graillet;88503.0;Mirecourt;48.29899373483966, 6.131242901260693;1.0;1.0;0.0;;527.0;True;2022.0;516.0;167.0;both;516.0;167.0
0134107U;Lycée;Lycée général Ibn Khaldoun;50 boulevard Viala;13015.0;Marseille;43.33507373147014, 5.360909728147842;1.0;1.0;0.0;;48.0;True;2022.0;48.0;21.0;both;48.0;21.0
0760110G;Lycée;Lycée Marcel Sembat;128 rue Léon Salva;76301.0;Sotteville-lès-Rouen;49.41494307926244, 1.0851019972858098;1.0;1.0;0.0;;978.0;True;2022.0;978.0;371.0;both;978.0;371.0
0760035A;Lycée;Lycée Guy de Maupassant;1575 boulevard Nelson Mandela;76401.0;Fécamp;49.746528199081006, 0.3878246554775106;1.0;1.0;0.0;;1038.0;True;2022.0;1038.0;366.0;both;1038.0;366.0
0331491S;Lycée;Lycée privé Albert Le Grand;189 rue de Saint-Genès;33000.0;Bordeaux;44.823937482245064, -0.5819615849023279;1.0;0.0;0.0;;144.0;True;2022.0;144.0;57.0;both;144.0;57.0
0160004T;Lycée;Lycée Charles Augustin Coulomb;Allée Joachim du Bellay;16000.0;Angoulême;45.63020030226998, 0.15831998093155397;1.0;1.0;0.0;;949.0;True;2022.0;949.0;319.0;both;949.0;319.0
0290076A;Lycée;Lycée Kerneuzec;Kerneuzec;29391.0;Quimperlé;47.88402810497998, -3.553490379452943;1.0;1.0;0.0;;862.0;True;2022.0;862.0;287.0;both;862.0;287.0
0782587N;Lycée;Lycée Viollet le Duc;1 route de Septeuil;78640.0;Villiers-Saint-Frédéric;48.814287603332, 1.874271330524718;1.0;1.0;1.0;;1245.0;True;2022.0;762.0;263.0;both;762.0;263.0
0783288A;Lycée;Lycée Notre-Dame;3 rue de Témara;78100.0;Saint-Germain-en-Laye;48.89400203647947, 2.0753701866211363;1.0;0.0;0.0;;1202.0;True;2022.0;1166.0;404.0;both;1166.0;404.0
0492406Z;Lycée;Lycée Sainte Marie;43 rue Bonaventure;49300.0;Cholet;47.05944910070926, -0.8777806576990039;1.0;1.0;0.0;;944.0;True;2022.0;944.0;322.0;both;944.0;322.0
9720003W;Lycée;Lycée général et technologique de Bellevue;Rue M-Thérèse Gertrude;97262.0;Fort-de-France;14.601979900129926, -61.0838903718744;1.0;1.0;0.0;;1071.0;True;2022.0;1071.0;335.0;both;1071.0;335.0
0101028N;Lycée;Lycée Camille Claudel;28 rue des Terrasses;10026.0;Troyes;48.291712471301985, 4.078309733639663;1.0;0.0;0.0;;705.0;True;2022.0;705.0;288.0;both;705.0;288.0
0570058D;Lycée;Lycée Louis Vincent;1 rue de Verdun;57000.0;Metz;49.106321337217516, 6.168089357552267;1.0;1.0;0.0;;1348.0;True;2022.0;1348.0;457.0;both;1348.0;457.0
0490904S;Lycée;Lycée Jeanne Delanoue;11 boulevard Jeanne d'Arc;49304.0;Cholet;47.06391906586731, -0.8681094647641268;0.0;1.0;1.0;;654.0;True;2022.0;300.0;76.0;both;300.0;76.0
0880020U;Lycée;Lycée Claude Gellée;44 rue Abel Ferry;88000.0;Épinal;48.16658939004961, 6.454796674572373;1.0;0.0;0.0;;808.0;True;2022.0;808.0;296.0;both;808.0;296.0
0880019T;Lycée;Lycée Louis Lapicque;5 rue Nicolas Bellot;88000.0;Épinal;48.175041765308976, 6.440819018073959;1.0;1.0;0.0;;1155.0;True;2022.0;1155.0;315.0;both;1155.0;315.0
0270042Z;Lycée;Lycée Porte de Normandie;830 boulevard des Poissonniers;27130.0;Verneuil d'Avre et d'Iton;48.74118462197332, 0.9126600785917509;1.0;1.0;0.0;;684.0;True;2022.0;684.0;254.0;both;684.0;254.0
0781883Y;Lycée;Lycée Dumont d'Urville;2 avenue de Franche-Comté;78310.0;Maurepas;48.76423591028176, 1.9521663410362289;1.0;1.0;1.0;;630.0;True;2022.0;472.0;181.0;both;472.0;181.0
0783293F;Lycée;Lycée Les Châtaigniers;11 bis avenue Jean Jaurès;78000.0;Versailles;48.81688127983218, 2.1441671016364316;1.0;1.0;0.0;;151.0;True;2022.0;151.0;59.0;both;151.0;59.0
0783283V;Lycée;Lycée l'Ermitage;18 rue des Côtes;78600.0;Maisons-Laffitte;48.942790721901126, 2.1452723270924445;1.0;0.0;0.0;;293.0;True;2022.0;293.0;101.0;both;293.0;101.0
0171428K;Lycée;Lycée de la mer et du littoral;Rue William Bertrand;17560.0;Bourcefranc-le-Chapus;45.84674464949382, -1.1570495790048279;1.0;1.0;1.0;;670.0;True;2022.0;557.0;211.0;both;557.0;211.0
0761713Z;Lycée;Lycée privé La Providence Nicolas Barré;6 rue Neuvillette;76240.0;Le Mesnil-Esnard;49.40660036193264, 1.140139211030241;1.0;1.0;0.0;;491.0;True;2022.0;491.0;171.0;both;491.0;171.0
0071351F;Lycée;Lycée polyvalent Xavier Mallet;rue Frédéric Mistral;7400.0;Le Teil;44.537699356914565, 4.689608488338841;1.0;1.0;1.0;;612.0;True;2022.0;390.0;135.0;both;390.0;135.0
