Identifiant_de_l_etablissement,Nom_etablissement,Type_etablissement,Statut_public_prive,Segpa,Lycee_Agricole,Lycee_militaire,code_nature,libelle_nature,Code_type_contrat_prive,etablissement_mere,type_rattachement_etablissement_mere,
0572951Y,Lycée professionnel Notre-Dame de la Providence,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0570313F,,
0672299K,Lycée professionnel privé Sainte-Philomène,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0672136H,,
0801874C,Lycée Saint-Riquier,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0801211G,,
0601146V,Collège Jacques Sevin,Collège,Privé,0,0,0,,340,COLLEGE,0601146V,,
0021525X,Collège Saint-Paul,Collège,Privé,0,0,0,,340,COLLEGE,0021874B,,
0802134K,Collège Sainte-Famille Saint-Pierre,Collège,Privé,0,0,0,,340,COLLEGE,0801211G,,
0132947H,Collège Lacordaire,Collège,Privé,0,0,0,,340,COLLEGE,0131799K,,
0020470A,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0020067M,,
0752917N,Collège privé Saint-Louis de Gonzague,Collège,Privé,0,0,0,,340,COLLEGE,0750294M,,
0753387Z,Collège privé Beth Yacov,Collège,Privé,0,0,0,,340,COLLEGE,0753387Z,,
0442775C,Lycée professionnel privé Saint-Félix - La Salle,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0441937S,,
0752895P,Collège privé Charles Péguy,Collège,Privé,0,0,0,,340,COLLEGE,0750234X,,
0783838Y,Collège Les Châtaigniers,Collège,Privé,0,0,0,,340,COLLEGE,,,
0211088U,Collège Saint-Joseph La Salle,Collège,Privé,0,0,0,,340,COLLEGE,0211527W,,
0801723N,Collège Sacré-Coeur,Collège,Privé,0,0,0,,340,COLLEGE,0801723N,,
0601147W,Collège Saint-Joseph du Moncel,Collège,Privé,0,0,0,,340,COLLEGE,0601831P,,
0602070Z,Lycée Saint-Dominique,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0601150Z,,
0022131F,Collège Saint-Antoine,Collège,Privé,0,0,0,,340,COLLEGE,0020007X,,
0021869W,Lycée Saint-Joseph,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0021869W,,
0020484R,Collège Enfant Jésus,Collège,Privé,0,0,0,,340,COLLEGE,0021663X,,
0020468Y,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0021869W,,
0801220S,Collège La Salle,Collège,Privé,0,0,0,,340,COLLEGE,0801220S,,
0022113L,Collège Père Joseph Wrésinski,Collège,Privé,0,0,0,,340,COLLEGE,0020046P,,
0022022M,Lycée Sainte-Sophie,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0020007X,,
0801206B,Lycée Saint-Pierre,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0801368C,,
0022223F,Collège Saint-Nicolas,Collège,Privé,0,0,0,,340,COLLEGE,,,
0601162M,Lycée professionnel Saint-Vincent de Paul,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0601162M,,
0801219R,Collège Sainte-Famille Sainte-Anne,Collège,Privé,0,0,0,,340,COLLEGE,0801211G,,
0020472C,Collège Notre-Dame,Collège,Privé,0,0,0,,340,COLLEGE,0021686X,,
0020471B,Collège La Providence,Collège,Privé,0,0,0,,340,COLLEGE,0020032Z,,
0291208F,Lycée agricole privé le Nivot,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0211070Z,Collège Saint-Joseph Sainte-Ursule,Collège,Privé,1,0,0,,340,COLLEGE,0211136W,,
0211081L,Collège Saint-Michel,Collège,Privé,0,0,0,,340,COLLEGE,0211137X,,
0211151M,Collège Saint-François-de-Sales,Collège,Privé,0,0,0,,340,COLLEGE,0211523S,,
0752900V,Collège privé Stanislas,Collège,Privé,1,0,0,,340,COLLEGE,0754029X,,
0783340G,Collège Mercier Saint-Paul,Collège,Privé,0,0,0,,340,COLLEGE,,,
0572340J,Lycée professionnel Antoine Gapp - Site de Forbach,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0572922S,,
0290202M,Lycée professionnel Saint-Gabriel,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0290064M,,
0070114L,Lycée professionnel privé Notre-Dame,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0071246S,,
0560199M,Lycée professionnel Saint-Georges,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0560050A,,
0070112J,Lycée professionnel privé Saint-André,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0070006U,,
0560119A,Lycée Sainte-Anne - Saint-Louis,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,0560009F,,
0592940A,Lycée Saint-Jean,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0592941B,,
0131434N,Lycée professionnel École libre de métiers,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0133396W,,
0592946G,Collège Saint-Charles,Collège,Privé,0,0,0,,340,COLLEGE,0593748D,,
0594505B,Collège Saint-Martin,Collège,Privé,0,0,0,,340,COLLEGE,0593748D,,
0622150A,Lycée polyvalent privé Jean Bosco,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,0622123W,,
0100051B,Collège Saint-Loup,Collège,Privé,0,0,0,,340,COLLEGE,0100054E,,
0761710W,Lycée privé Saint-Joseph,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0761697G,,
0421659A,Collège Saint-Firmin,Collège,Privé,0,0,0,,340,COLLEGE,0421681Z,,
0511142P,Lycée Sacré-Coeur,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0511108C,,
0511799D,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0511179E,,
0752821J,Collège privé École active bilingue Monceau,Collège,Privé,0,0,0,,340,COLLEGE,,,
0251592V,Lycée professionnel privé Saint-Joseph,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0251589S,,
0900425Y,Lycée professionnel privé Saint-Joseph,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,,,
0592932S,Lycée Sainte-Marie,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0593768A,,
0720811R,Collège Saint-Joseph - La Salle,Collège,Privé,1,0,0,,340,COLLEGE,0721478R,,
0596801X,Collège Ressources Saint-Jacques - Apprentis d'Auteuil,Collège,Privé,0,0,0,,340,COLLEGE,0593768A,,
0593139S,Lycée Sacré-Coeur,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0593140T,,
0290194D,Lycée Saint-Blaise,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0291591X,,
0592889V,Collège Charlemagne,Collège,Privé,0,0,0,,340,COLLEGE,0593145Y,,
0592966D,EIC-Lycée polyvalent Jehanne d'Arc,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,0592980U,,
0783816Z,Collège privé Saint-Thomas de Villeneuve,Collège,Privé,0,0,0,,340,COLLEGE,,,
0360686A,Lycée d'enseignement agricole privé Saint-Cyran,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0840058G,Collège Saint-Michel - Ensemble scolaire Saint-Jean-Paul II,Collège,Privé,0,0,0,,340,COLLEGE,0840059H,,
0910829G,Collège Saint-Spire Sénart,Collège,Privé,0,0,0,,340,COLLEGE,,,
0810113H,Lycée professionnel privé Notre-Dame,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0810088F,,
0820052L,Collège Notre-Dame,Collège,Privé,0,0,0,,340,COLLEGE,0820755A,,
0690521S,Lycée Sainte-Marie (annexe du lycée de Lyon),Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0692937T,,
0381670J,Lycée général privé Jeanne d'Arc,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0382101C,,
0381803D,Lycée général privé Externat Notre-Dame,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0382035F,,
0381806G,Lycée professionnel privé Bordier,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0382035F,,
0490828J,Lycée général et technologique Dom Sortais,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0490865Z,,
0595657D,Lycée Saint-Vincent de Paul,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,0593127D,,
0592905M,Collège Sainte-Marie,Collège,Privé,1,0,0,,340,COLLEGE,0596117D,,
0622123W,Collège privé Notre-Dame de Grâce,Collège,Privé,0,0,0,,340,COLLEGE,0622123W,,
0622109F,Collège privé Jeanne d'Arc,Collège,Privé,0,0,0,,340,COLLEGE,0622123W,,
0593140T,Collège Notre-Dame Immaculée,Collège,Privé,0,0,0,,340,COLLEGE,0593140T,,
0594833H,Collège Saint-Joseph,Collège,Privé,0,0,0,,340,COLLEGE,0593125B,,
0622119S,Collège privé Saint-Bertin,Collège,Privé,0,0,0,,340,COLLEGE,0622142S,,
0560182U,Lycée polyvalent Jeanne d'Arc - Saint-Ivy,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,0561332U,,
0811175M,Lycée technologique privé De La Salle,Lycée,Privé,0,0,0,,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,0810088F,,
0022108F,Lycée Saint-Vincent-de-Paul,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0021874B,,
0101015Z,Lycée professionnel La Salle,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0100057H,,
0070064G,Lycée polyvalent privé Jules Froment,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,0070846G,,
0730763H,Lycée général et technologique privé Saint-Ambroise - Assomption Chambéry,Lycée,Privé,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0731042L,,
9740679V,Lycée professionnel privé Cluny Sainte-Suzanne,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,9741270M,,
0840788A,Centre forestier de la région PACA,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0840060J,Collège Saint-Jean-Baptiste de la Salle,Collège,Privé,0,0,0,,340,COLLEGE,0840940R,,
0490840X,Lycée polyvalent Bourg Chevreau Sainte-Anne,Lycée,Privé,0,0,0,,306,LYCEE POLYVALENT,0490866A,,
0580661D,Lycée agricole privé du Haut-Nivernais de Varzy,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0530816Z,Lycée agricole privé d'Orion,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0740099F,Lycée général privé Saint-Joseph,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0741187N,,
0530904V,Lycée professionnel Immaculée Conception,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0530061D,,
9740044E,Collège Thérésien Cadet,Collège,Public,0,0,0,,340,COLLEGE,9741233X,,
9740703W,Collège Cambuston - Claude MAHOUDEAUX,Collège,Public,0,0,0,0,,340,99,9740703W,
9740036W,Collège Terrain Fleury,Collège,Public,1,0,0,,340,COLLEGE,9741581A,,
9740479C,Lycée professionnel Amiral Lacaze,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,9740645H,,
9760119A,Collège Ali Halidi de Chiconi,Collège,Public,0,0,0,,340,COLLEGE,9760274U,,
9740787M,Lycée général et technologique Antoine Roussin,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,9741189Z,,
9740597F,Lycée général et technologique Évariste de Parny,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,9740932V,,
0831115L,Collège Marcel Pagnol,Collège,Public,0,0,0,,340,COLLEGE,0830069Z,,
0500032N,Lycée professionnel Edmond Doucet,Lycée,Public,1,1,0,0,,320,99,0500006K,
0760058A,Lycée Schuman-Perret,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0760058A,,
0761315S,Lycée agricole et agroalimentaire d'Yvetot,Lycée,Public,0,1,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0721225R,Collège Pasteur,Collège,Public,0,0,0,,340,COLLEGE,0721225R,,
0441782Y,LPA de Nantes Grand Blottereau,Lycée,Public,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0440063E,Lycée professionnel Louis-Jacques Goussier,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0440065G,,
0440069L,Lycée Aristide Briand,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0442759K,,
0440056X,Lycée professionnel Albert Chassagne,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0441862K,,
0300052U,Lycée polyvalent André Chamson,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0300052U,,
0660030Z,Collège Pierre Moreto,Collège,Public,1,0,0,,340,COLLEGE,0660030Z,,
0340836Z,Collège Paul Riquet,Collège,Public,1,0,0,,340,COLLEGE,0340836Z,,
0110672W,Collège Jules Verne,Collège,Public,1,0,0,,340,COLLEGE,0110672W,,
0340024S,Collège Voltaire,Collège,Public,0,0,0,,340,COLLEGE,0340024S,,
0120014A,Lycée professionnel Jean Vigo,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0120878P,,
0560019S,Lycée professionnel Ampère,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0560058J,,
0290108K,Lycée Dupuy de Lôme,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0290012F,,
0350009V,Lycée professionnel Alphonse Pellé,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0350708E,,
0290107J,Collège Jules Ferry,Collège,Public,0,0,0,,340,COLLEGE,0290107J,,
0280019U,Lycée Rotrou,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0280658N,,
0220065B,Lycée polyvalent Joseph Savina,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0221542G,,
0221621T,Collège la Grande Métairie,Collège,Public,1,0,0,,340,COLLEGE,0221792D,,
0290341N,Lycée agricole de l'Aulne,Lycée,Public,0,1,0,,307,LYCEE ENS GENERAL TECHNO PROF AGRICOLE,,,
0351969A,Collège Beaumont,Collège,Public,0,0,0,,340,COLLEGE,0351969A,,
0290151G,Collège Camille Vallaux,Collège,Public,1,0,0,,340,COLLEGE,0291968G,,
0290149E,Collège Joséphine Baker,Collège,Public,1,0,0,,340,COLLEGE,0290149E,,
0441612N,Collège Pierre de Coubertin,Collège,Public,0,0,0,,340,COLLEGE,0440352U,,
0491705M,Collège Jacques Prévert,Collège,Public,0,0,0,,340,COLLEGE,0491705M,,
0490048L,Collège Jean Rostand,Collège,Public,1,0,0,,340,COLLEGE,0490048L,,
0720024K,Collège Bellevue,Collège,Public,0,0,0,,340,COLLEGE,0720024K,,
0721263G,Collège Marcel Pagnol,Collège,Public,0,0,0,,340,COLLEGE,0721263G,,
0440024M,Lycée Gabriel Guist'hau,Lycée,Public,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0443020U,,
0442765S,Lycée Nelson Mandela,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0442765S,,
0720905T,Collège Ariste Jacques Trouvé Chauvel,Collège,Public,0,0,0,,340,COLLEGE,0721263G,,
0442095N,Lycée La Herdrie,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0441686U,,
0491262F,Collège Calypso,Collège,Public,1,0,0,,340,COLLEGE,0491262F,,
0290130J,Lycée professionnel du bâtiment,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0292006Y,,
0180036S,Lycée polyvalent Henri Brisson,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0180037T,,
0911488Y,Collège Charles Péguy,Collège,Public,0,0,0,,340,COLLEGE,0910042B,,
0910752Y,Collège Chantemerle,Collège,Public,0,0,0,,340,COLLEGE,0910752Y,,
0912086Y,Collège de l'Ermitage,Collège,Public,0,0,0,,340,COLLEGE,0912086Y,,
0782563M,Lycée La Bruyère,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0780718G,,
0781512V,Lycée Descartes,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0781954A,,
0911029Z,Collège Pablo Picasso,Collège,Public,1,0,0,,340,COLLEGE,0911335G,,
0911490A,Collège Pablo Neruda,Collège,Public,1,0,0,,340,COLLEGE,0911039K,,
0910622G,Lycée Geoffroy- Saint-Hilaire,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0911150F,,
0911961M,Lycée Edmond Michelet,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0911899V,,
0911251R,Lycée Parc des Loges,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0911444A,,
0760004S,Collège Guy de Maupassant,Collège,Public,0,0,0,,340,COLLEGE,0762752D,,
0762089H,Collège Charles Gounod,Collège,Public,0,0,0,,340,COLLEGE,0762089H,,
0271744Z,Collège Lucie Aubrac,Collège,Public,0,0,0,,340,COLLEGE,0271322R,,
0140088V,Collège Simone Veil,Collège,Public,0,0,0,,340,COLLEGE,0140038R,,
0762601P,Lycée Georges Brassens,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0760046M,,
0760108E,Collège Jehan le Pôvremoyne,Collège,Public,1,0,0,,340,COLLEGE,0760108E,,
0500087Y,Lycée Claude Lehec,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0500087Y,,
0141270E,Collège Paul Éluard,Collège,Public,1,0,0,,340,COLLEGE,0141684E,,
0760022L,Lycée professionnel Bernard Palissy,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0761076G,,
0760088H,Lycée Élisa Lemonnier,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0760088H,,
0501218C,Collège Étenclin,Collège,Public,0,0,0,0,,340,99,0501458N,
0841117H,Lycée Stéphane Hessel,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0840035G,,
0840108L,Collège Anselme Mathieu,Collège,Public,1,0,0,,340,COLLEGE,0840108L,,
0640041X,Collège Recteur Jean Sarrailh,Collège,Public,0,0,0,,340,COLLEGE,0640041X,,
0331757F,Collège La Garosse,Collège,Public,0,0,0,0,,340,99,0331757F,
0911027X,Collège Michel-Richard Delalande,Collège,Public,1,0,0,,340,COLLEGE,0911027X,,
0911983L,Lycée Jules Verne,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0910028L,,
0780515L,Lycée Les 7 Mares,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0780856G,,
0950932X,Collège Jean Vilar,Collège,Public,1,0,0,,340,COLLEGE,0950932X,,
0781914G,Collège Jean Vilar,Collège,Public,0,0,0,,340,COLLEGE,0780180X,,
0921543C,Collège Georges Pompidou,Collège,Public,1,0,0,,340,COLLEGE,0921159K,,
0781952Y,Lycée Sonia Delaunay,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0780185C,,
0910631S,Lycée professionnel Jean Monnet,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0911028Y,,
0783140P,Lycée Jules Hardouin-Mansart,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0780185C,,
0951945Y,Collège Victor Hugo,Collège,Public,0,0,0,,340,COLLEGE,0951945Y,,
0951799P,Collège Charles Le Brun,Collège,Public,0,0,0,,340,COLLEGE,0950891C,,
0623919Y,Collège Léonard de Vinci,Collège,Public,0,0,0,,340,COLLEGE,0620180J,,
0597005U,Lycée polyvalent Val de Lys,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0594294X,,
0595712N,Collège Jean Monnet,Collège,Public,0,0,0,,340,COLLEGE,0590090C,,
0590116F,Lycée Fénelon,Lycée,Public,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0590115E,,
0594881K,Collège Martha Desrumaux,Collège,Public,0,0,0,,340,COLLEGE,0593180L,,
0620063G,Lycée général et technologique Sophie Berthelot,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0622431F,,
0595597N,Collège Voltaire,Collège,Public,0,0,0,,340,COLLEGE,0593662K,,
0760101X,Collège Arthur Rimbaud,Collège,Public,0,0,0,,340,COLLEGE,0761776T,,
0271119V,Collège Ferdinand Buisson,Collège,Public,0,0,0,,340,COLLEGE,0271398Y,,
0501525L,Collège la Chaussonnière,Collège,Public,1,0,0,,340,COLLEGE,0501525L,,
0141555P,Lycée Marie Curie,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0141662F,,
0610012G,Collège Henri Delivet,Collège,Public,0,0,0,,340,COLLEGE,0610016L,,
0500052K,Collège Le Moulin de Haut,Collège,Public,0,0,0,,340,COLLEGE,0501239A,,
0140006F,Collège Letot,Collège,Public,1,0,0,,340,COLLEGE,0140006F,,
0270017X,Lycée Louis-Modeste Leroy,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0271104D,,
0920171L,Lycée des métiers, des énergies et du bois Louis Blériot,Lycée,1,0,0,0,,320,99,0920332L,
0594533G,Collège Voltaire,Collège,Public,0,0,0,,340,COLLEGE,0590062X,,
0620097U,Collège Romain Rolland,Collège,Public,0,0,0,,340,COLLEGE,0622269E,,
0620011A,Lycée professionnel Jacques Le Caron,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0622789V,,
0590264S,Lycée professionnel Alfred Kastler,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0594300D,,
0762976X,Lycée Françoise de Grâce,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0761783A,,
0760174B,Lycée Claude Monet,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0762143S,,
0762880T,Lycée Raymond Queneau,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0760118R,,
0500059T,Collège Jean Grémillon,Collège,Public,0,0,0,,340,COLLEGE,0500094F,,
0141684E,Collège Montgomeri,Collège,Public,0,0,0,,340,COLLEGE,0141684E,,
0501599S,Lycée professionnel maritime et aquacole Daniel Rigolet,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,,,
0271316J,Collège le Hameau,Collège,Public,1,0,0,,340,COLLEGE,0271096V,,
0500062W,Collège le Ferronay,Collège,Public,0,0,0,,340,COLLEGE,0500062W,,
0590200X,Collège Robespierre,Collège,Public,0,0,0,,340,COLLEGE,0590198V,,
0590179Z,Collège Paul Machy,Collège,Public,0,0,0,,340,COLLEGE,0596716E,,
0595809U,Lycée de l'Escaut,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0593680E,,
0590222W,Lycée Watteau,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0592715F,,
0594876E,Collège Montaigne,Collège,Public,0,0,0,,340,COLLEGE,0595172B,,
0931221X,Collège Louise Michel,Collège,Public,1,0,0,,340,COLLEGE,,,
0932221J,Lycée polyvalent Blaise Pascal,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,,,
0930884F,Collège Aimé et Eugénie Cotton,Collège,Public,0,0,0,,340,COLLEGE,,,
0772332S,Lycée polyvalent Sonia Delaunay,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0771662N,,
0931485J,Collège Georges Braque,Collège,Public,0,0,0,,340,COLLEGE,,,
0772481D,Collège Marie Curie,Collège,Public,0,0,0,,340,COLLEGE,0771176K,,
0772713F,Collège Jacqueline de Romilly,Collège,Public,0,0,0,,340,COLLEGE,0772548B,,
0771339M,Collège Pierre Brossolette,Collège,Public,1,0,0,,340,COLLEGE,0771339M,,
0772125S,Collège le Segrais,Collège,Public,0,0,0,,340,COLLEGE,0771992X,, 6 ET 7)
0771619S,Collège Charles Péguy,Collège,Public,0,0,0,,340,COLLEGE,0771619S,,
0771763Y,Lycée Charles le Chauve,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0771563F,, 6 ET 7)
0771759U,Collège de l'Europe,Collège,Public,1,0,0,,340,COLLEGE,0771766B,,
0771959L,Collège les Cités Unies,Collège,Public,0,0,0,,340,COLLEGE,0771475K,,
0932667U,Lycée polyvalent Rosa-Parks,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,,,
0932034F,Lycée Wolfgang Amadeus Mozart,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0772227C,Collège Stephane Mallarmé,Collège,Public,0,0,0,,340,COLLEGE,0772227C,, 6 ET 7)
0931206F,Collège Jean Vilar,Collège,Public,0,0,0,,340,COLLEGE,,,
0931222Y,Collège Pierre-André Houël,Collège,Public,0,0,0,,340,COLLEGE,0931222Y,,
0770057U,Collège les Creusottes,Collège,Public,0,0,0,,340,COLLEGE,0770057U,,
0941782B,Collège Georges Brassens,Collège,Public,0,0,0,,340,COLLEGE,0941782B,, 5 ET 10)
0941478W,Collège Blaise Cendrars,Collège,Public,0,0,0,,340,COLLEGE,,, 5 ET 10)
0931439J,Collège Marie Curie,Collège,Public,0,0,0,,340,COLLEGE,,,
0941229A,Collège Jules Vallès,Collège,Public,1,0,0,,340,COLLEGE,,, 8 ET 9)
0942531R,Lycée polyvalent Vincennes,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0930128J,Lycée professionnel Denis Papin,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0930128J,,
0770933W,Lycée Jacques Amyot,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0771070V,,
0932695Z,Collège Germaine Tillion,Collège,Public,0,0,0,,340,COLLEGE,,,
0930858C,Collège Pablo Neruda,Collège,Public,0,0,0,,340,COLLEGE,,,
0772292Y,Lycée Martin Luther King,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0772413E,, 6 ET 7)
0940141T,Lycée professionnel Jacques Brel,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,,, 8 ET 9)
0771760V,Collège Madame de La Fayette,Collège,Public,0,0,0,,340,COLLEGE,0771760V,, 6 ET 7)
0770051M,Collège Jean Baptiste Vermay,Collège,Public,1,0,0,,340,COLLEGE,0770051M,, 6 ET 7)
0931489N,Collège Federico Garcia Lorca,Collège,Public,1,0,0,,340,COLLEGE,,,
0941026E,Collège Molière,Collège,Public,0,0,0,,340,COLLEGE,,, 8 ET 9)
0770003K,Collège Jean Rostand,Collège,Public,0,0,0,,340,COLLEGE,0770003K,,
