uai;type_etab;nom_etablissement;adresse;code_postal;commune;voie_generale;voie_techno;nbeleves;zone_ep
0740124H;Collège;Collège privé la Salle Pringy;190 Chemin de Gräfenberg;74370;Annecy;0.0;0.0;;
0383301G;Collège;Collège Frédéric Dard;325 rue Pierre Grataloup;38890;Saint-Chef;0.0;0.0;;
0382663N;Collège;Collège André Malraux;Place Georges Brassens;38340;Voreppe;0.0;0.0;;
0383141H;Collège;Collège de Péranche;35 rue du collège;38790;Saint-Georges-d'Espéranche;0.0;0.0;;
0950895G;Collège;Collège Simone Veil;3 rue Pierre de Coubertin;95300;Pontoise;0.0;0.0;;REP
0133789Y;Collège;Collège François Mitterrand;406 bis route de Gardanne;13109;Simiane-Collongue;0.0;0.0;;
0131706J;Collège;Collège Commandant Cousteau;Avenue de la Plantade;13340;Rognac;0.0;0.0;;
0421659A;Collège;Collège Saint-Firmin;5 rue de l'Orphelinat;42700;Firminy;0.0;0.0;;
0740034K;Collège;Collège Henri Corbet;239 route du collège;74430;Saint-Jean-d'Aulps;0.0;0.0;;
0741227G;Collège;Collège Jean Jacques Rousseau;38 avenue de Général de Gaulle;74200;Thonon-les-Bains;0.0;0.0;;
0382506T;Collège;Collège Sonia Delaunay;90 avenue des pins;38090;Villefontaine;0.0;0.0;;
0421057W;Collège;Collège Marcellin Champagnat;1 rue Jules Ferry;42110;Feurs;0.0;0.0;;
0211150L;Collège;Collège Les Lentillères;18 boulevard Robert Schuman;21000;Dijon;0.0;0.0;;
0700896U;Collège;Collège Louis Pergaud;Rue de la Croix Marmin;70110;Villersexel;0.0;0.0;;
0580034X;Collège;Collège Victor Hugo;5 ter boulevard Victor Hugo;58000;Nevers;0.0;0.0;;
0371124W;Collège;Collège le Réflessoir;3 rue du Réflessoir;37150;Bléré;0.0;0.0;;
0763406P;Collège;Collège Institution Jean-Paul II;39 rue de l'Avalasse;76044;Rouen;0.0;0.0;;
0511216V;Collège;Collège Jean Moulin;122 avenue Jacques Simon;51470;Saint-Memmie;0.0;0.0;;
0511178D;Collège;Collège Saint André;33 rue Raymond Guyot;51100;Reims;0.0;0.0;;
0080910W;Collège;Collège Turenne;21 place Crussy;8200;Sedan;0.0;0.0;;
0671601B;Collège;Collège du Klosterwald;4 rue Belle Vue;67220;Villé;0.0;0.0;;
0671956M;Collège;Collège du Parc;5 rue du Parc;67400;Illkirch-Graffenstaden;0.0;0.0;;
0671689X;Collège;Collège André Malraux;4 rue des Jardins;67610;La Wantzenau;0.0;0.0;;
0681190Z;Collège;Collège;20 route de Colmar;68320;Fortschwihr;0.0;0.0;;
0671692A;Collège;Collège Solignac;16 rue Louis Braille;67089;Strasbourg;0.0;0.0;;REP+
0671824U;Collège;Collège Jean de la Fontaine;1 rue du collège;67118;Geispolsheim;0.0;0.0;;
0880155R;Collège;Collège Christian Poncelet;6 rue du Tertre;88203;Remiremont;0.0;0.0;;
0541329B;Collège;Collège Charles Guérin;7 rue Cosson;54305;Lunéville;0.0;0.0;;
0550016U;Collège;Collège Jean d'Allamont;14 route de Villecloye;55600;Montmédy;0.0;0.0;;
0572493A;Collège;Collège Louis Armand;1 place du Mineur;57540;Petite-Rosselle;0.0;0.0;;REP
0550759B;Collège;Collège Saint-Exupéry;16 rue Jean Jaurès;55840;Thierville-sur-Meuse;0.0;0.0;;
0540054R;Collège;Collège Val de Seille;3 rue Louis Marin;54610;Nomeny;0.0;0.0;;
9830691J;Collège;Collège de Païamboué;1158 avenue Jimmy Welepane;98860;Koné;0.0;0.0;;
9760314M;Collège;Collège de Kawéni 2;;97600;Mamoudzou;0.0;0.0;;REP
9710061P;Collège;Collège les Persévérants;32 rue Lardenoy;97100;Basse-Terre;0.0;0.0;;
9710643X;Collège;Collège Félix Aladin Flémin;Quartier La Haut;97126;Deshaies;0.0;0.0;;
9741235Z;Collège;Collège Emilien Adam de Villiers;8 chemin départemental;97410;Saint-Pierre;0.0;0.0;;
9830447U;Collège;Collège privé Eben Eza (ASEE);Route de Fayaoue;98814;Ouvéa;0.0;0.0;;
0752525M;Collège;Collège Charlemagne;13 rue Charlemagne;75004;Paris;0.0;0.0;;
0911745C;Collège;Collège Saint-Charles;2 rue Geneviève Anthonioz de Gaulle;91205;Athis-Mons;0.0;0.0;;
0931546A;Collège;Collège Jean Jaurès;41-43 avenue Jean Jaurès;93370;Montfermeil;0.0;0.0;;REP
0921012A;Collège;Collège Notre-Dame de France;3-5 rue Arblade;92240;Malakoff;0.0;0.0;;
0931223Z;Collège;Collège Gustave Courbet;17 rue François Mitterrand;93380;Pierrefitte-sur-Seine;0.0;0.0;;REP
0932273R;Collège;Collège Iqbal Masih;6 rue Jeumont;93200;Saint-Denis;0.0;0.0;;REP+
0941092B;Collège;Collège Elsa Triolet;2 avenue Boileau;94500;Champigny-sur-Marne;0.0;0.0;;REP+
0930884F;Collège;Collège Aimé et Eugénie Cotton;4 rue du Docteur Calmette;93150;Le Blanc-Mesnil;0.0;0.0;;
0940582X;Collège;Collège Jean Charcot;52 avenue de la Paix;94260;Fresnes;0.0;0.0;;
0941224V;Collège;Collège François Rabelais;6 rue Pierre et Marie Curie;94407;Vitry-sur-Seine;0.0;0.0;;REP
0781106D;Collège;Collège Hoche;73 avenue de Saint-Cloud;78004;Versailles;0.0;0.0;;
0940811W;Collège;Collège Saint-André;15 avenue Mahieu;94100;Saint-Maur-des-Fossés;0.0;0.0;;
0910820X;Collège;Collège Sainte-Jeanne d'Arc;Avenue du 8 Mai 1945;91120;Palaiseau;0.0;0.0;;
0770033T;Collège;Collège les Capucins;Route de Voisenon;77000;Melun;0.0;0.0;;REP+
0772056S;Collège;Collège Jean de La Fontaine;260 rue du Pré Rigot;77350;Le Mée-sur-Seine;0.0;0.0;;REP
0771362M;Collège;Collège Camille Saint-Saens;1 avenue du Général de Gaulle;77440;Lizy-sur-Ourcq;0.0;0.0;;
0930970Z;Collège;Collège privé Tebrotzassère;1 boulevard du Nord;93340;Le Raincy;0.0;0.0;;
0911748F;Collège;Collège Notre-Dame de Sion;1 avenue de Ratisbonne;91000;Evry-Courcouronnes;0.0;0.0;;
0755052J;Collège;Collège privé N'R Hatorah;1 rue Henri Turot;75019;Paris;0.0;0.0;;
0940749D;Collège;Collège Roland Garros;Rue Roland Garros;94190;Villeneuve-Saint-Georges;0.0;0.0;;REP
0931765N;Collège;Collège Alfred Sisley;60 quai de la Marine;93450;L'Ile-Saint-Denis;0.0;0.0;;REP
0940003T;Collège;Collège Amédée Laplace;10 rue Amedée Laplace;94000;Créteil;0.0;0.0;;REP
0771770F;Collège;Collège Jacques Prévert;Chemin du bois des Noues;77510;Rebais;0.0;0.0;;
0940612E;Collège;Collège Amédée Dunois;18 rue de Sucy;94470;Boissy-Saint-Léger;0.0;0.0;;
0931434D;Collège;Collège Claude Debussy;2 rue Claude Debussy;93600;Aulnay-sous-Bois;0.0;0.0;;REP+
0752192A;Collège;Collège Georges Duhamel;13 rue des Volontaires;75015;Paris;0.0;0.0;;
0752556W;Collège;Collège Hélène Boucher;75 cours de Vincennes;75020;Paris;0.0;0.0;;
0931232J;Collège;Collège Henri Barbusse;23 rue de Sevran;93200;Saint-Denis;0.0;0.0;;REP
0190030E;Collège;Collège Armande Baudry;6 avenue Jean Vinatier;19700;Seilhac;0.0;0.0;;
0170009T;Collège;Collège Jules Ferry;1 avenue Jules Ferry;17260;Gémozac;0.0;0.0;;
0870042Y;Collège;Collège Paul Langevin;9 avenue d'Estienne d'Orves;87205;Saint-Junien;0.0;0.0;;
0640004G;Collège;Collège de Baretous;Route d'Issor;64570;Arette;0.0;0.0;;
0870072F;Collège;Collège André Maurois;1 allée André Maurois;87065;Limoges;0.0;0.0;;REP
0870047D;Collège;Collège Gisèle Halimi;1 rue du collège;87440;Saint-Mathieu;0.0;0.0;;
0170007R;Collège;Collège Jean Monnet;Rue du Collège;17170;Courçon;0.0;0.0;;
0330138W;Collège;Collège Jean Aviotte;6 Grand Rue;33230;Guîtres;0.0;0.0;;
0640212H;Collège;Collège Marracq;1 rue des Montagnards;64100;Bayonne;0.0;0.0;;
0331433D;Collège;Collège Pierre Martin;Rue du collège;33420;Rauzan;0.0;0.0;;
0641391P;Collège;Collège Simin Palay;Chemin de Confesse;64230;Lescar;0.0;0.0;;
0141216W;Collège;Collège Maîtrise Notre-Dame;21 place de la Basilique;14440;Douvres-la-Délivrande;0.0;0.0;;
0141214U;Collège;Collège Sacré-Coeur;3 rue Abbé Auger;14110;Condé-en-Normandie;0.0;0.0;;
0500122L;Collège;Collège Notre-Dame;130 rue Général de Gaulle;50330;Saint-Pierre-Eglise;0.0;0.0;;
0762764S;Collège;Collège André Marie;351 bd de Normandie;76360;Barentin;0.0;0.0;;
0500095G;Collège;Collège Louis Pasteur;21 rue Mal de Lattre de Tassigny;50004;Saint-Lô;0.0;0.0;;
0271173D;Collège;Collège Jean Rostand;64 rue de Sacquenville;27025;Evreux;0.0;0.0;;
0760053V;Collège;Collège Raoul Dufy;25 rue Dicquemare;76600;Le Havre;0.0;0.0;;
0271289E;Collège;Collège Cervantès;Rue Edith Blanchet;27200;Vernon;0.0;0.0;;REP
0762132E;Collège;Collège Robespierre;1 rue Jules Raimu;76800;Saint-Etienne-du-Rouvray;0.0;0.0;;REP+
0270054M;Collège;Collège Marcel Marceron;80 rue Saint Pierre;27290;Montfort-sur-Risle;0.0;0.0;;
0061119J;Collège;Collège Notre-Dame de la Tramontane;1030 chemin de Vallauris;6160;Antibes;0.0;0.0;;
0840970Y;Collège;Collège Gérard Philipe;75 rue Pablo Picasso;84035;Avignon;0.0;0.0;;REP+
0060744B;Collège;Collège Notre-Dame du Sacré-Coeur;3 rue Pasteur;6500;Menton;0.0;0.0;;
0840762X;Collège;Collège Barbara Hendricks;226 rue du Limousin;84106;Orange;0.0;0.0;;REP
0300141R;Collège;Collège Condorcet;691 rue Bellini;30903;Nîmes;0.0;0.0;;REP+
0811340S;Collège;Collège Jean-Marie Gustave LE CLEZIO;7 rue de l'art poetique;81310;Lisle-sur-Tarn;0.0;0.0;;
0320650H;Collège;Collège Oratoire Sainte-Marie;50 bis rue Victor Hugo;32002;Auch;0.0;0.0;;
0340021N;Collège;Collège Jules Ferry;16 rue Michelet;34370;Cazouls-lès-Béziers;0.0;0.0;;
0480004U;Collège;Collège Marthe Dupeyron;2 ter rue Marthe Dupeyron;48300;Langogne;0.0;0.0;;
0810961E;Collège;Collège Thomas Pesquet;361 avenue de Lameilhé;81100;Castres;0.0;0.0;;
0820753Y;Collège;Collège Jeanne d'Arc;20 rue Sainte Catherine;82200;Moissac;0.0;0.0;;
0460020X;Collège;Collège L'Impernal;Chemin du Pech Delmas;46140;Luzech;0.0;0.0;;
0310029N;Collège;Collège Robert Roger;37 boulevard des Ecoles;31370;Rieumes;0.0;0.0;;
0240014K;Collège;Collège Georges et Marie Bousquet;Boulevard National;24500;Eymet;0.0;0.0;;
0230506A;Collège;Collège Eugène Jamot;1 rue Williams Dumazet;23200;Aubusson;0.0;0.0;;
0241136E;Collège;Collège Sainte-Marthe Saint-Front;74 avenue Pasteur;24100;Bergerac;0.0;0.0;;
0230487E;Collège;Collège Martin Nadaud;1 avenue René Cassin;23008;Guéret;0.0;0.0;;
0870117E;Collège;Collège Albert Calmette;Allée Largilliére;87036;Limoges;0.0;0.0;;REP
0593159N;Collège;Collège Sacré-Coeur;31 rue du Bailly;59143;Watten;0.0;0.0;;
0593226L;Collège;Collège Anne Frank;23 avenue du Maréchal Foch;59831;Lambersart;0.0;0.0;;
0622261W;Collège;Collège Pierre Cuallacci;2 square Richard Pruvost;62270;Frévent;0.0;0.0;;REP
0021689A;Collège;Collège Antoine-Nicolas de Condorcet;67 rue Blondel;2240;Ribemont;0.0;0.0;;
0620199E;Collège;Collège Pierre Daunou;38 rue Alexandre Dumas;62321;Boulogne-sur-Mer;0.0;0.0;;
0800018K;Collège;Collège Edouard Lucas;1 rue Edouard Lucas;80016;Amiens;0.0;0.0;;REP
0340115R;Collège;Collège Paul Valéry;55 rue Paul Valéry;34200;Sète;0.0;0.0;;
0820755A;Collège;Collège Saint-Théodard;12 quai de Verdun;82000;Montauban;0.0;0.0;;
0870791M;Collège;Collège Anatole France;7 allée Marcel Proust;87100;Limoges;0.0;0.0;;REP
0801224W;Collège;Collège Notre-Dame;10 rue Notre-Dame;80400;Ham;0.0;0.0;;
0622121U;Collège;Collège Saint-Louis;1 rue du Pont Simon;62165;Saint-Pol-sur-Ternoise;0.0;0.0;;
0590238N;Collège;Collège Romain Rolland;Allée Georges Larue;59119;Waziers;0.0;0.0;;REP
0595389M;Collège;Collège Notre-Dame des Dunes;60 rue du Sud;59140;Dunkerque;0.0;0.0;;
0595387K;Collège;Collège Saint-Jean;246 rue Saint-Jean;59506;Douai;0.0;0.0;;
0211164B;Collège;Collège Albert Camus;5 chemin Guyot;21110;Genlis;0.0;0.0;;
0211225T;Collège;Collège Le Chapitre;1 boulevard Maréchal de Lattre de Tassigny;21304;Chenôve;0.0;0.0;;REP+
0370764E;Collège;Collège Jules Ferry;1 rue Camille Flammarion;37000;Tours;0.0;0.0;;
0180028H;Collège;Collège Voltaire;Rue de Berry;18400;Saint-Florent-sur-Cher;0.0;0.0;;
0370884K;Collège;Collège Montaigne;5 rue Pierre et Marie Curie;37100;Tours;0.0;0.0;;
0312307P;Collège;Collège Léonard de Vinci;Chemin de Pahin;31170;Tournefeuille;0.0;0.0;;
0340070S;Collège;Collège du Jaur;Route de Narbonne;34220;Saint-Pons-de-Thomières;0.0;0.0;;
0400072L;Collège;Collège Saint-Jean Bosco;Le Bourg;40310;Gabarret;0.0;0.0;;
0870008L;Collège;Collège Jean Monnet;3 allée René Regaudie;87130;Châteauneuf-la-Forêt;0.0;0.0;;
0400003L;Collège;Collège du Pays des Luys;270 route du Collège;40330;Amou;0.0;0.0;;
0860040B;Collège;Collège du Jardin des Plantes;46 boulevard Chasseigne;86000;Poitiers;0.0;0.0;;
0400005N;Collège;Collège Jean Rostand;Avenue Jean Rostand;40130;Capbreton;0.0;0.0;;
0440536U;Collège;Collège Sophie Germain;19 mail Pablo Picasso;44000;Nantes;0.0;0.0;;REP+
0111015U;Collège;Collège Marcelin Albert;Avenue de Saint Pons;11120;Saint-Nazaire-d'Aude;0.0;0.0;;
0311232W;Collège;Collège Claude Nougaro;10 rue du Caillou Gris;31200;Toulouse;0.0;0.0;;REP
0650836F;Collège;Collège climatique René Billères;6 avenue Marcel Lemettre;65402;Argelès-Gazost;0.0;0.0;;
0820683X;Collège;Collège Jean Lacaze;121 rue des Moulins;82170;Grisolles;0.0;0.0;;
0810026N;Collège;Collège de la Montagne noire;Chemin de Bellegarde;81290;Labruguière;0.0;0.0;;
0341893Y;Collège;Collège Paul-Emile Victor;Boulevard Jean Monnet;34301;Agde;0.0;0.0;;
0110859Z;Collège;Collège Joseph Delteil;19 rue des études;11300;Limoux;0.0;0.0;;
0312743N;Collège;Collège Irène Joliot-Curie;Route Saint-Lys;31470;Fontenilles;0.0;0.0;;
0312337X;Collège;Collège forain François Verdier;Route de la Salvetat Saint Gilles;31490;Léguevin;0.0;0.0;;
0312609T;Collège;Collège Les Roussillous;Avenue de Lanta;31570;Saint-Pierre-de-Lages;0.0;0.0;;
0311264F;Collège;Collège Jolimont;4 chemin Cassaing;31500;Toulouse;0.0;0.0;;
0530792Y;Collège;Collège Béatrix de Gavre;Rue de la Croix Gautier;53150;Montsûrs;0.0;0.0;;
0440223D;Collège;Collège Saint-Joseph;2 boulevard Aristide Briand;44170;Nozay;0.0;0.0;;
0491706N;Collège;Collège le Pont de Moine;4 rue des champs de fleurs;49230;Sèvremoine;0.0;0.0;;
0440228J;Collège;Collège le Sacré-Coeur;1bis avenue de la Plage;44380;Pornichet;0.0;0.0;;
0851144G;Collège;Collège Molière;12 rue Molière;85330;Noirmoutier-en-l'Ile;0.0;0.0;;
0442277L;Collège;Collège de Goulaine;Rue du général Leclerc;44115;Basse-Goulaine;0.0;0.0;;
0442806L;Collège;Collège Mona Ozouf;Rue des 5 Continents;44260;Savenay;0.0;0.0;;
0340874R;Collège;Collège privé l'Assomption;24 rue du Carré du Roi;34967;Montpellier;0.0;0.0;;
0811062P;Collège;Collège Sainte-Marie;13 boulevard Carnot;81000;Albi;0.0;0.0;;
0120070L;Collège;Collège Jeanne d'Arc;21 avenue de Villefranche;12390;Rignac;0.0;0.0;;
0120020G;Collège;Collège Lucie Aubrac;Rue de la Calquière;12240;Rieupeyroux;0.0;0.0;;
0340837A;Collège;Collège Jean Bène;Avenue Paul Vidal de la Blache;34120;Pézenas;0.0;0.0;;
0340034C;Collège;Collège Roger Contrepas;100 rue Edmond Rostand;34590;Marsillargues;0.0;0.0;;
0342131G;Collège;Collège François Rabelais;200 rue de Malbosc;34080;Montpellier;0.0;0.0;;
0312697N;Collège;Collège Flora Tristan;200 passage de l'Europe;31600;Lherm;0.0;0.0;;
0090012P;Collège;Collège Gaston Fébus;Chemin du Couloumier;9270;Mazères;0.0;0.0;;
0311633G;Collège;Collège André Malraux;1 avenue de Karben;31520;Ramonville-Saint-Agne;0.0;0.0;;
0120018E;Collège;Collège Jean Amans;La Coste Vielle;12290;Pont-de-Salars;0.0;0.0;;
0301656M;Collège;Collège Claudie Haignere;870 avenue de Provence;30650;Rochefort-du-Gard;0.0;0.0;;
0460528Z;Collège;Collège Olivier de Magny;Rue George Sand;46005;Cahors;0.0;0.0;;
0121430P;Collège;Collège privé Saint-Joseph;1 rue Sarrus;12000;Rodez;0.0;0.0;;
0800020M;Collège;Collège Amiral Lejeune;7 rue de l'Amiral Lejeune;80000;Amiens;0.0;0.0;;
0480016G;Collège;Collège du Trenze;Le Village;48220;Vialas;0.0;0.0;;
0460008J;Collège;Collège Emile Vaysse;12 avenue Charles de Gaulle;46170;Castelnau Montratier-Sainte Alauzie;0.0;0.0;;
0650075D;Collège;Collège Saint-Martin;5 boulevard de Castelnau;65500;Vic-en-Bigorre;0.0;0.0;;
0340907B;Collège;Collège privé Sainte-Marthe;18 rue Alcide Trinquat;34120;Pézenas;0.0;0.0;;
0110667R;Collège;Collège Pierre et Marie Curie;Avenue Georges Clemenceau;11160;Rieux-Minervois;0.0;0.0;;
0300006U;Collège;Collège Florian;Place du Foirail;30140;Anduze;0.0;0.0;;
0650018S;Collège;Collège des Trois Vallées;26 rue de Barèges;65120;Luz-Saint-Sauveur;0.0;0.0;;
0660016J;Collège;Collège la Garrigole;74 rue Pascal Marie Agasse;66000;Perpignan;0.0;0.0;;REP
0110052X;Collège;Collège privé Saint-Joseph Limoux;26 avenue André Chénier;11300;Limoux;0.0;0.0;;
0342147Z;Collège;Collège privé Beit Shalom;Rue Edouard Villalonga;34000;Montpellier;0.0;0.0;;
0310023G;Collège;Collège Bertrand Laralde;2 chemin du Courraou;31210;Montréjeau;0.0;0.0;;
0311093V;Collège;Collège Montesquieu;4 boulevard Léo Lagrange;31270;Cugnaux;0.0;0.0;;
0310037X;Collège;Collège Clémence Isaure;35 allées Charles de Fitte;31024;Toulouse;0.0;0.0;;
0312612W;Collège;Collège Galilée;2 rue André Gide;31880;La Salvetat-Saint-Gilles;0.0;0.0;;
0311850T;Collège;Collège Jacques Prévert;2 impasse Jacques Prévert;31650;Saint-Orens-de-Gameville;0.0;0.0;;
0310003K;Collège;Collège Emile-Paul Vayssie;Avenue de Benabarre;31420;Aurignac;0.0;0.0;;
0110676A;Collège;Collège Saint-Exupéry;3 rue des Quatre vents;11150;Bram;0.0;0.0;;
0090490J;Collège;Collège Louis Pasteur;Rue Jacquard;9301;Lavelanet;0.0;0.0;;REP
0300085E;Collège;Collège privé Sancta Maria;1 chemin de Monteau;30400;Villeneuve-lès-Avignon;0.0;0.0;;
0300062E;Collège;Collège Capouchiné;431 rue Gaston Teissier;30910;Nîmes;0.0;0.0;;REP
0121297V;Collège;Collège Jean Jaurès;Avenue Jean Jaurès;12401;Saint-Affrique;0.0;0.0;;
0642006H;Collège;Collège Manex Erdozaintzi Etxart;Au Bourg;64120;Larceveau-Arros-Cibits;0.0;0.0;;
0170970M;Collège;Collège Jean Guiton Lagord - La Rochelle;Avenue du Recteur Pierre Moisy;17140;Lagord;0.0;0.0;;
0470012H;Collège;Collège Jean Rostand;7 rue des Arènes;47700;Casteljaloux;0.0;0.0;;
0640136A;Collège;Collège Saint-François Xavier;Le Bourg;64480;Ustaritz;0.0;0.0;;
0640074H;Collège;Collège Docteur Pierre Jauréguy;Place du Fronton;64470;Tardets-Sorholus;0.0;0.0;;
0640037T;Collège;Collège du Vic-Bilh;1 rue des Écoles;64350;Lembeye;0.0;0.0;;
0331891B;Collège;Collège Les Lesques;1 avenue Jean Moulin;33341;Lesparre-Médoc;0.0;0.0;;REP
0190780V;Collège;Collège privé Bossuet - ensemble scolaire Edmond Michelet;11 rue Bossuet;19107;Brive-la-Gaillarde;0.0;0.0;;
0160969S;Collège;Collège Puygrelier;49 rue de l'Egalite;16470;Saint-Michel;0.0;0.0;;
0620156H;Collège;Collège du Bellimont;Chemin du Forestel;62550;Pernes;0.0;0.0;;
0601294F;Collège;Collège Jean de La Fontaine;14 rue de la Sablonnière;60805;Crépy-en-Valois;0.0;0.0;;
0620097U;Collège;Collège Romain Rolland;14 rue Romain Rolland;62530;Hersin-Coupigny;0.0;0.0;;
0623115Z;Collège;Collège Paul Eluard;17 rue du Stade;62360;Saint-Etienne-au-Mont;0.0;0.0;;
0601445V;Collège;Collège Louise Michel;Rue Madeleine Blin;60131;Saint-Just-en-Chaussée;0.0;0.0;;
0623016S;Collège;Collège Pierre Brossolette;105 Rue Victor Hugo;62221;Noyelles-sous-Lens;0.0;0.0;;
0622863A;Collège;Collège Adam de la Halle;Rue de Roubaix;62217;Achicourt;0.0;0.0;;
0601487R;Collège;Collège George Sand;25 rue de Tillé;60006;Beauvais;0.0;0.0;;
0400105X;Collège;Collège Jacques Prévert;3 rue du Lycée;40201;Mimizan;0.0;0.0;;
0470777P;Collège;Collège Joseph Chaumié;6 rue Henri Martin;47000;Agen;0.0;0.0;;
0332285E;Collège;Collège Jacques Ellul;30 rue Gustave Eiffel;33100;Bordeaux;0.0;0.0;;REP
0860984C;Collège;Collège René Descartes;98 boulevard de Blossac;86106;Châtellerault;0.0;0.0;;
0620039F;Collège;Collège Jacques-Yves Cousteau;600 Chemin des Ecoles;62124;Bertincourt;0.0;0.0;;
0020004U;Collège;Collège Josquin-des-Prés;Rue de l'Industrie;2110;Beaurevoir;0.0;0.0;;
0600007G;Collège;Collège Henri Baumont;36 avenue du 8 mai 1945;60000;Beauvais;0.0;0.0;;REP+
0120090H;Collège;Collège Saint-Dominique;8 chemin Souloumiac;12270;La Fouillade;0.0;0.0;;
0311150G;Collège;Collège Saint-Thomas d'Aquin;40 grande rue Nazareth;31000;Toulouse;0.0;0.0;;
0480024R;Collège;Collège privé Notre-Dame;11 bis avenue Théophile Roussel;48100;Marvejols;0.0;0.0;;
0820048G;Collège;Collège Saint-Antoine;29 rue Jacques Ancelet;82300;Caussade;0.0;0.0;;
0340908C;Collège;Collège privé Saint-Charles;5 bis avenue de l'Occitanie;34680;Saint-Georges-d'Orques;0.0;0.0;;
0342036D;Collège;Collège Pierre Mendès France;Rue Henri Moynier;34830;Jacou;0.0;0.0;;
0340893L;Collège;Collège privé Saint-Guilhem;RD 609;34800;Clermont-l'Hérault;0.0;0.0;;
0341280G;Collège;Collège les Pins;Rue de la Pierre Bleue;34742;Castries;0.0;0.0;;
0820029L;Collège;Collège Jean Rostand;Route de Cahors;82400;Valence d'Agen;0.0;0.0;;
0622943M;Collège;Collège Adulphe Delegorgue;Avenue Clovis Envent;62970;Courcelles-lès-Lens;0.0;0.0;;REP
0594397J;Collège;Collège Jean Rostand;136 boulevard Faidherbe;59280;Armentières;0.0;0.0;;
0650031F;Collège;Collège Desaix;28 bis rue Desaix;65016;Tarbes;0.0;0.0;;
0650033H;Collège;Collège Massey;53 rue Massey;65000;Tarbes;0.0;0.0;;
0190019T;Collège;Collège Albert Thomas;Esplanade Charles Spinasse;19300;Egletons;0.0;0.0;;
0400091G;Collège;Collège Langevin-Wallon;10 rue Émile Zola;40220;Tarnos;0.0;0.0;;
0331507J;Collège;Collège Saint-Joseph;32 rue des Chais;33500;Libourne;0.0;0.0;;
0870960W;Collège;Collège Firmin Roz;9 allée Salammbo;87280;Limoges;0.0;0.0;;REP
0470073Z;Collège;Collège Saint-Jean;5 avenue Charles de Gaulle;47400;Tonneins;0.0;0.0;;
0230012N;Collège;Collège Simone Veil;4 rue Michel Balandier;23130;Chénérailles;0.0;0.0;;
0190635M;Collège;Collège Jean Moulin;3 rue François Mauriac;19316;Brive-la-Gaillarde;0.0;0.0;;REP+
0622132F;Collège;Collège Saint-Joseph;3 avenue du Bois;62860;Bourlon;0.0;0.0;;
0622097T;Collège;Collège Jean Rostand;27 rue du 19 Mars 1962;62770;Auchy-lès-Hesdin;0.0;0.0;;
0590031N;Collège;Collège Jean Macé;157 rue Victor Hugo;59860;Bruay-sur-l'Escaut;0.0;0.0;;REP
0622791X;Collège;Collège Victor Hugo;Rue François Delattre;62440;Harnes;0.0;0.0;;REP
0601367K;Collège;Collège La Fontaine des Prés;Route d'Aumont;60301;Senlis;0.0;0.0;;
0601447X;Collège;Collège Marcel Pagnol;Route de Macquelines;60620;Betz;0.0;0.0;;
0593244F;Collège;Collège Philippe de Commynes;7 rue Saint-Exupéry;59559;Comines;0.0;0.0;;
0601191U;Collège;Collège du Thelle;2 rue Jules Ferry;60110;Méru;0.0;0.0;;REP
0801536K;Collège;Collège Aristide Briand;Avenue Aristide Briand;80320;Chaulnes;0.0;0.0;;
0460022Z;Collège;Collège Jean-Jacques Faurie;17 rue des Platanes;46800;Montcuq-en-Quercy-Blanc;0.0;0.0;;
0190025Z;Collège;Collège Jacques Chirac;12 boulevard du Pré Soubise;19250;Meymac;0.0;0.0;;
0240073Z;Collège;Collège Michel Debet;2 rue Joseph Lajugie;24350;Tocane-Saint-Apre;0.0;0.0;;
0870014T;Collège;Collège Georges Guingouin;3 avenue de Versailles;87120;Eymoutiers;0.0;0.0;;
0870771R;Collège;Collège Bernart de Ventadour;76 rue du Puy Vincent;87039;Limoges;0.0;0.0;;
0791134D;Collège;Collège privé Antoine de Saint-Exupéry;10 rue Bion;79000;Niort;0.0;0.0;;
0790950D;Collège;Collège Emile Zola;Rue des Ecoles;79230;Prahecq;0.0;0.0;;
0790710T;Collège;Collège François Rabelais;107 rue de Coulonges;79011;Niort;0.0;0.0;;
0790052C;Collège;Collège Pierre et Marie Curie;175 rue du Maréchal Leclerc;79002;Niort;0.0;0.0;;
0170390G;Collège;Collège Samuel Duménieu;3 boulevard de Saintonge;17130;Montendre;0.0;0.0;;
0640036S;Collège;Collège Pierre Jeliote;4 rue Cazenave Janet;64290;Lasseube;0.0;0.0;;
0641393S;Collège;Collège Elhuyar;3 avenue Général de Gaulle;64240;Hasparren;0.0;0.0;;
0623313P;Collège;Collège Lavoisier;99 rue Jean Jaurès;62260;Auchel;0.0;0.0;;REP
0752534X;Collège;Collège Alphonse de Lamartine;121 rue du faubourg Poissonnière;75009;Paris;0.0;0.0;;
0752531U;Collège;Collège Lavoisier;17 rue Henri Barbusse;75005;Paris;0.0;0.0;;
0921907Y;Collège;Collège Saint-Thomas de Villeneuve;1646 avenue Roger Salengro;92370;Chaville;0.0;0.0;;
0931185H;Collège;Collège Gabriel Péri;101 boulevard Edouard Vaillant;93300;Aubervilliers;0.0;0.0;;REP
0771960M;Collège;Collège Henri Wallon;Avenue des Régalles;77176;Savigny-le-Temple;0.0;0.0;;
0750465Y;Collège;Collège Lucie Aubrac;62 rue de la Fontaine-au-Roi;75011;Paris;0.0;0.0;;REP
